baquíades € baquíade € NCCP000 € bəkˈiəðəs
baralleu € barallar € VMM02P0X € bəɾəʎˈɛw
baralleu € barallar € VMSP2P00 € bəɾəʎˈɛw
baralli € barallar € VMM03S0Y € bəɾˈaʎi
baralli € barallar € VMSP1S0Y € bəɾˈaʎi
barallí € barallar € VMIS1S00 € bəɾəʎˈi
barallin € barallar € VMM03P0Y € bəɾˈaʎin
barallin € barallar € VMSP3P0Y € bəɾˈaʎin
barallis € barallar € VMSP2S0Y € bəɾˈaʎis
barallo € barallar € VMIP1S0C € bəɾˈaʎu
barallós € barallós € AQ0MS0 € bəɾəʎˈos
barallosa € barallós € AQ0FS0 € bəɾəʎˈozə
baralloses € barallós € AQ0FP0 € bəɾəʎˈozəs
barallosos € barallós € AQ0MP0 € bəɾəʎˈozus
Baralt € Baralt € NPCNSP0 € bəɾˈal
barana € barana € NCFS000 € bəɾˈanə
baranatge € baranatge € NCMS000 € bəɾənˈadʒə
baranatges € baranatge € NCMP000 € bəɾənˈadʒəs
barandat € barandat € NCMS000 € bəɾəndˈat
barandats € barandat € NCMP000 € bəɾəndˈats
baranes € barana € NCFP000 € bəɾˈanəs
Baranya € Baranya € NPCSG00 € bəɾˈaɲə
baraques € baraca € NCFP000 € bəɾˈakəs
Barat € Barat € NPCNSP0 € bəɾˈat
barat € barat € AQ0MS0 € bəɾˈat
barat € barat € NCMS000 € bəɾˈat
barata € barat € AQ0FS0 € bəɾˈatə
barata € barata € NCFS000 € bəɾˈatə
barata € baratar € VMIP3S00 € bəɾˈatə
barata € baratar € VMM02S00 € bəɾˈatə
baratà € baratar € VMIS3S00 € bəɾətˈa
baratada € baratar € VMP00SF0 € bəɾətˈaðə
baratades € baratar € VMP00PF0 € bəɾətˈaðəs
baratador € baratador € NCMS000 € bəɾətəðˈo
baratadora € baratador € NCFS000 € bəɾətəðˈoɾə
baratadores € baratador € NCFP000 € bəɾətəðˈoɾəs
baratadors € baratador € NCMP000 € bəɾətəðˈos
baratant € baratar € VMG00000 € bəɾətˈan
baratar € baratar € VMN00000 € bəɾətˈa
baratarà € baratar € VMIF3S00 € bəɾətəɾˈa
barataran € baratar € VMIF3P00 € bəɾətəɾˈan
barataràs € baratar € VMIF2S00 € bəɾətəɾˈas
barataré € baratar € VMIF1S00 € bəɾətəɾˈe
baratarem € baratar € VMIF1P00 € bəɾətəɾˈɛm
baratàrem € baratar € VMIS1P00 € bəɾətˈaɾəm
barataren € baratar € VMIS3P00 € bəɾətˈaɾən
baratares € baratar € VMIS2S00 € bəɾətˈaɾəs
baratareu € baratar € VMIF2P00 € bəɾətəɾˈɛw
baratàreu € baratar € VMIS2P00 € bəɾətˈaɾəw
barataria € baratar € VMCC1S00 € bəɾətəɾˈiə
barataríem € baratar € VMCC1P00 € bəɾətəɾˈiəm
baratarien € baratar € VMCC3P00 € bəɾətəɾˈiən
barataries € baratar € VMCC2S00 € bəɾətəɾˈiəs
barataríeu € baratar € VMCC2P00 € bəɾətəɾˈiəw
baratat € baratar € VMP00SM0 € bəɾətˈat
baratats € baratar € VMP00PM0 € bəɾətˈats
baratava € baratar € VMII1S00 € bəɾətˈaβə
baratàvem € baratar € VMII1P00 € bəɾətˈaβəm
barataven € baratar € VMII3P00 € bəɾətˈaβən
barataves € baratar € VMII2S00 € bəɾətˈaβəs
baratàveu € baratar € VMII2P00 € bəɾətˈaβəw
baratem € baratar € VMIP1P00 € bəɾətˈɛm
baratem € baratar € VMM01P00 € bəɾətˈɛm
baratem € baratar € VMSP1P00 € bəɾətˈɛm
baraten € baratar € VMIP3P00 € bəɾˈatən
barater € barater € AQ0MS0 € bəɾətˈe
barater € barater € NCMS000 € bəɾətˈe
baratera € barater € AQ0FS0 € bəɾətˈeɾə
baratera € barater € NCFS000 € bəɾətˈeɾə
barateres € barater € AQ0FP0 € bəɾətˈeɾəs
barateres € barater € NCFP000 € bəɾətˈeɾəs
barateria € barateria € NCFS000 € bəɾətəɾˈiə
barateries € barateria € NCFP000 € bəɾətəɾˈiəs
baraters € barater € AQ0MP0 € bəɾətˈes
baraters € barater € NCMP000 € bəɾətˈes
barates € barat € AQ0FP0 € bəɾˈatəs
barates € barata € NCFP000 € bəɾˈatəs
barates € baratar € VMIP2S00 € bəɾˈatəs
baratés € baratar € VMSI1S01 € bəɾətˈes
baratéssim € baratar € VMSI1P02 € bəɾətˈesim
baratessin € baratar € VMSI3P02 € bəɾətˈesin
baratessis € baratar € VMSI2S02 € bəɾətˈesis
baratéssiu € baratar € VMSI2P02 € bəɾətˈesiw
barateu € baratar € VMIP2P00 € bəɾətˈɛw
barateu € baratar € VMM02P0X € bəɾətˈɛw
barateu € baratar € VMSP2P00 € bəɾətˈɛw
barati € baratar € VMM03S0Y € bəɾˈati
barati € baratar € VMSP1S0Y € bəɾˈati
baratí € baratar € VMIS1S00 € bəɾətˈi
baratin € baratar € VMM03P0Y € bəɾˈatin
baratin € baratar € VMSP3P0Y € bəɾˈatin
baratis € baratar € VMSP2S0Y € bəɾˈatis
barato € baratar € VMIP1S0C € bəɾˈatu
barator € barator € NCFS000 € bəɾətˈo
barators € barator € NCFP000 € bəɾətˈos
bàratre € bàratre € NCMS000 € bˈaɾətɾə
bàratres € bàratre € NCMP000 € bˈaɾətɾəs
barats € barat € AQ0MP0 € bəɾˈats
barats € barat € NCMP000 € bəɾˈats
barb € barb € NCMS000 € bˈarp
Barba € Barba € NPCNSP0 € bˈarβə
barba € barba € NCFS000 € bˈarβə
barba € barbar € VMIP3S00 € bˈarβə
barba € barbar € VMM02S00 € bˈarβə
barbà € barbar € VMIS3S00 € bərβˈa
barba-reveixí € barba-reveixí € AQ0MS0 € bˈarβərəβəʃˈi
barba-reveixina € barba-reveixí € AQ0FS0 € bˈarβərəβəʃˈinə
barba-reveixines € barba-reveixí € AQ0FP0 € bˈarβərəβəʃˈinəs
barba-reveixins € barba-reveixí € AQ0MP0 € bˈarβərəβəʃˈins
barba-roges € barba-roig € AQ0FP0 € bˈarβərˈɔʒəs
barba-roig € barba-roig € AQ0MS0 € bˈarβərˈɔtʃ
barba-roig € barba-roig € NCMS000 € bˈarβərˈɔtʃ
barba-roigs € barba-roig € AQ0MP0 € bˈarβərˈɔtʃs
barba-roigs € barba-roig € NCMP000 € bˈarβərˈɔtʃs
Barba-roja € Barba-roja € NPCSG00 € bˈarβərˈɔʒə
barba-roja € barba-roig € AQ0FS0 € bˈarβərˈɔʒə
barba-rojos € barba-roig € AQ0MP0 € bˈarβərˈɔʒus
barba-rojos € barba-roig € NCMP000 € bˈarβərˈɔʒus
barba-ros € barba-ros € AQ0MS0 € bˈarβərˈos
Barba-rossa € Barba-rossa € NPCNSP0 € bˈarβərˈosə
barba-rossa € barba-ros € AQ0FS0 € bˈarβərˈosə
barba-rosses € barba-ros € AQ0FP0 € bˈarβərˈosəs
barba-rossos € barba-ros € AQ0MP0 € bˈarβərˈosus
barba-serrada € barba-serrat € AQ0FS0 € bˈarβəsərˈaðə
barba-serrades € barba-serrat € AQ0FP0 € bˈarβəsərˈaðəs
barba-serrat € barba-serrat € AQ0MS0 € bˈarβəsərˈat
barba-serrats € barba-serrat € AQ0MP0 € bˈarβəsərˈats
barbablanc € barbablanc € AQ0MS0 € bərβəbblˈaŋ
barbablanca € barbablanc € AQ0FS0 € bərβəbblˈaŋkə
barbablancs € barbablanc € AQ0MP0 € bərβəbblˈaŋs
barbablanques € barbablanc € AQ0FP0 € bərβəbblˈaŋkəs
barbacana € barbacana € NCFS000 € bərβəkˈanə
barbacanes € barbacana € NCFP000 € bərβəkˈanəs
barbaclar € barbaclar € AQ0MS0 € bərβəklˈa
barbaclara € barbaclar € AQ0FS0 € bərβəklˈaɾə
barbaclares € barbaclar € AQ0FP0 € bərβəklˈaɾəs
barbaclars € barbaclar € AQ0MP0 € bərβəklˈas
barbaclòs € barbaclòs € AQ0MS0 € bərβəklˈɔs
barbaclosa € barbaclòs € AQ0FS0 € bərβəklˈozə
barbacloses € barbaclòs € AQ0FP0 € bərβəklˈozəs
barbaclosos € barbaclòs € AQ0MP0 € bərβəklˈozus
barbacoa € barbacoa € NCFS000 € bərβəkˈoə
barbacoes € barbacoa € NCFP000 € bərβəkˈoəs
barbada € barbada € NCFS000 € bərβˈaðə
barbada € barbar € VMP00SF0 € bərβˈaðə
barbades € barbada € NCFP000 € bərβˈaðəs
barbades € barbar € VMP00PF0 € bərβˈaðəs
barbadiana € barbadià € AQ0FS0 € bərβəðiˈanə
barbadiana € barbadià € NCFS000 € bərβəðiˈanə
Barbados € Barbados € NPFPG00 € bərβˈaðus
barbaespès € barbaespès € AQ0MS0 € bərβəespˈɛs
barbaespés € barbaespès € AQ0MS0 € bərβəespˈes
barbaespessa € barbaespès € AQ0FS0 € bərβəespˈɛsə
barbaespesses € barbaespès € AQ0FP0 € bərβəespˈɛsəs
barbaespessos € barbaespès € AQ0MP0 € bərβəespˈɛsus
barbaflorida € barbaflorit € AQ0FS0 € bərβəfluɾˈiðə
barbaflorides € barbaflorit € AQ0FP0 € bərβəfluɾˈiðəs
barbaflorit € barbaflorit € AQ0MS0 € bərβəfluɾˈit
barbaflorits € barbaflorit € AQ0MP0 € bərβəfluɾˈits
barbafort € barbafort € AQ0MS0 € bərβəfˈɔr
barbaforta € barbafort € AQ0FS0 € bərβəfˈɔrtə
barbafortes € barbafort € AQ0FP0 € bərβəfˈɔrtəs
barbaforts € barbafort € AQ0MP0 € bərβəfˈɔrs
barbafresc € barbafresc € AQ0MS0 € bərβəfɾˈɛsk
barbafresca € barbafresc € AQ0FS0 € bərβəfɾˈɛskə
barbafrescos € barbafresc € AQ0MP0 € bərβəfɾˈɛskus
barbafrescs € barbafresc € AQ0MP0 € bərβəfɾˈɛsks
barbafresques € barbafresc € AQ0FP0 € bərβəfɾˈɛskəs
barbagrís € barbagrís € AQ0MS0 € bərβəɣɾˈis
barbagrisa € barbagrís € AQ0FS0 € bərβəɣɾˈizə
barbagrises € barbagrís € AQ0FP0 € bərβəɣɾˈizəs
barbagrisos € barbagrís € AQ0MP0 € bərβəɣɾˈizus
barballa € barballa € NCFS000 € bərβˈaʎə
barballera € barballera € NCFS000 € bərβəʎˈeɾə
barballeres € barballera € NCFP000 € bərβəʎˈeɾəs
barballes € barballa € NCFP000 € bərβˈaʎəs
barballó € barballó € NCMS000 € bərβəʎˈo
barballons € barballó € NCMP000 € bərβəʎˈons
barbamec € barbamec € AQ0MS0 € bərβəmˈɛk
barbamec € barbamec € NCMS000 € bərβəmˈɛk
barbameca € barbamec € AQ0FS0 € bərβəmˈɛkə
barbamecs € barbamec € AQ0MP0 € bərβəmˈɛks
barbamecs € barbamec € NCMP000 € bərβəmˈɛks
barbameques € barbamec € AQ0FP0 € bərβəmˈekəs
barbanegra € barbanegre € AQ0FS0 € bərβənˈeɣɾə
barbanegre € barbanegre € AQ0MS0 € bərβənˈeɣɾə
barbanegres € barbanegre € AQ0CP0 € bərβənˈeɣɾəs
barbant € barbar € VMG00000 € bərβˈan
Barbany € Barbany € NPCNSP0 € bərβˈaɲ
barbapunyent € barbapunyent € AQ0CS0 € bərβəpuɲˈen
barbapunyents € barbapunyent € AQ0CP0 € bərβəpuɲˈens
barbar € barbar € VMN00000 € bərβˈa
bàrbar € bàrbar € AQ0MS0 € bˈarβə
bàrbar € bàrbar € NCMS000 € bˈarβə
barbarà € barbar € VMIF3S00 € bərβəɾˈa
Bàrbara € Bàrbara € NPFSSP0 € bˈarβəɾə
bàrbara € bàrbar € AQ0FS0 € bˈarβəɾə
bàrbara € bàrbar € NCFS000 € bˈarβəɾə
bàrbarament € bàrbarament € ZRG € bˈarβəɾəmˈen
barbaran € barbar € VMIF3P00 € bərβəɾˈan
barbaràs € barbar € VMIF2S00 € bərβəɾˈas
barbaré € barbar € VMIF1S00 € bərβəɾˈe
barbaregem € barbarejar € VMIP1P00 € bərβəɾəʒˈɛm
barbaregem € barbarejar € VMM01P00 € bərβəɾəʒˈɛm
barbaregem € barbarejar € VMSP1P00 € bərβəɾəʒˈɛm
barbaregen € barbarejar € VMIP3P00 € bərβəɾˈɛʒən
barbareges € barbarejar € VMIP2S00 € bərβəɾˈɛʒəs
barbaregés € barbarejar € VMSI1S01 € bərβəɾəʒˈes
barbaregéssim € barbarejar € VMSI1P02 € bərβəɾəʒˈesim
barbaregessin € barbarejar € VMSI3P02 € bərβəɾəʒˈesin
barbaregessis € barbarejar € VMSI2S02 € bərβəɾəʒˈesis
barbaregéssiu € barbarejar € VMSI2P02 € bərβəɾəʒˈesiw
barbaregeu € barbarejar € VMIP2P00 € bərβəɾəʒˈɛw
barbaregeu € barbarejar € VMM02P0X € bərβəɾəʒˈɛw
barbaregeu € barbarejar € VMSP2P00 € bərβəɾəʒˈɛw
barbaregi € barbarejar € VMM03S0Y € bərβəɾˈɛʒi
barbaregi € barbarejar € VMSP1S0Y € bərβəɾˈɛʒi
barbaregí € barbarejar € VMIS1S00 € bərβəɾəʒˈi
barbaregin € barbarejar € VMM03P0Y € bərβəɾˈɛʒin
barbaregin € barbarejar € VMSP3P0Y € bərβəɾˈɛʒin
barbaregis € barbarejar € VMSP2S0Y € bərβəɾˈɛʒis
barbareja € barbarejar € VMIP3S00 € bərβəɾˈɛʒə
barbareja € barbarejar € VMM02S00 € bərβəɾˈɛʒə
barbarejà € barbarejar € VMIS3S00 € bərβəɾəʒˈa
barbarejada € barbarejar € VMP00SF0 € bərβəɾəʒˈaðə
barbarejades € barbarejar € VMP00PF0 € bərβəɾəʒˈaðəs
barbarejant € barbarejar € VMG00000 € bərβəɾəʒˈan
barbarejar € barbarejar € VMN00000 € bərβəɾəʒˈa
barbarejarà € barbarejar € VMIF3S00 € bərβəɾəʒəɾˈa
barbarejaran € barbarejar € VMIF3P00 € bərβəɾəʒəɾˈan
barbarejaràs € barbarejar € VMIF2S00 € bərβəɾəʒəɾˈas
barbarejaré € barbarejar € VMIF1S00 € bərβəɾəʒəɾˈe
barbarejarem € barbarejar € VMIF1P00 € bərβəɾəʒəɾˈɛm
barbarejàrem € barbarejar € VMIS1P00 € bərβəɾəʒˈaɾəm
barbarejaren € barbarejar € VMIS3P00 € bərβəɾəʒˈaɾən
barbarejares € barbarejar € VMIS2S00 € bərβəɾəʒˈaɾəs
barbarejareu € barbarejar € VMIF2P00 € bərβəɾəʒəɾˈɛw
barbarejàreu € barbarejar € VMIS2P00 € bərβəɾəʒˈaɾəw
barbarejaria € barbarejar € VMCC1S00 € bərβəɾəʒəɾˈiə
barbarejaríem € barbarejar € VMCC1P00 € bərβəɾəʒəɾˈiəm
barbarejarien € barbarejar € VMCC3P00 € bərβəɾəʒəɾˈiən
barbarejaries € barbarejar € VMCC2S00 € bərβəɾəʒəɾˈiəs
barbarejaríeu € barbarejar € VMCC2P00 € bərβəɾəʒəɾˈiəw
barbarejat € barbarejar € VMP00SM0 € bərβəɾəʒˈat
barbarejats € barbarejar € VMP00PM0 € bərβəɾəʒˈats
barbarejava € barbarejar € VMII1S00 € bərβəɾəʒˈaβə
barbarejàvem € barbarejar € VMII1P00 € bərβəɾəʒˈaβəm
barbarejaven € barbarejar € VMII3P00 € bərβəɾəʒˈaβən
barbarejaves € barbarejar € VMII2S00 € bərβəɾəʒˈaβəs
barbarejàveu € barbarejar € VMII2P00 € bərβəɾəʒˈaβəw
barbarejo € barbarejar € VMIP1S0C € bərβəɾˈɛʒu
barbarem € barbar € VMIF1P00 € bərβəɾˈɛm
barbàrem € barbar € VMIS1P00 € bərβˈaɾəm
barbaren € barbar € VMIS3P00 € bərβˈaɾən
barbares € barbar € VMIS2S00 € bərβˈaɾəs
bàrbares € bàrbar € AQ0FP0 € bˈarβəɾəs
bàrbares € bàrbar € NCFP000 € bˈarβəɾəs
barbaresc € barbaresc € AQ0MS0 € bərβəɾˈɛsk
barbaresca € barbaresc € AQ0FS0 € bərβəɾˈɛskə
barbarescos € barbaresc € AQ0MP0 € bərβəɾˈɛskus
