Catai € Catai € NPCSG00 € kətˈaj
catalanejat € catalanejar € VMP00SM0 € kətələnəʒˈat
catalanejats € catalanejar € VMP00PM0 € kətələnəʒˈats
catalanejava € catalanejar € VMII1S00 € kətələnəʒˈaβə
catalanejàvem € catalanejar € VMII1P00 € kətələnəʒˈaβəm
catalanejaven € catalanejar € VMII3P00 € kətələnəʒˈaβən
catalanejaves € catalanejar € VMII2S00 € kətələnəʒˈaβəs
catalanejàveu € catalanejar € VMII2P00 € kətələnəʒˈaβəw
catalanejo € catalanejar € VMIP1S0C € kətələnˈɛʒu
catalanes € català € AQ0FP0 € kətəlˈanəs
catalanes € català € NCFP000 € kətəlˈanəs
catalanesc € catalanesc € AQ0MS0 € kətələnˈɛsk
catalanesc € catalanesc € NCMS000 € kətələnˈɛsk
catalanesca € catalanesc € AQ0FS0 € kətələnˈɛskə
catalanescos € catalanesc € AQ0MP0 € kətələnˈɛskus
catalanescos € catalanesc € NCMP000 € kətələnˈɛskus
catalanescs € catalanesc € AQ0MP0 € kətələnˈɛsks
catalanescs € catalanesc € NCMP000 € kətələnˈɛsks
catalanesques € catalanesc € AQ0FP0 € kətələnˈɛskəs
catalanet € catalanet € NCMS000 € kətələnˈɛt
Catalangate € Catalangate € NPMSO00 € kətələŋɡˈatə
catalànic € catalànic € AQ0MS0 € kətəlˈanik
catalànics € catalànic € AQ0MP0 € kətəlˈaniks
catalanisme € catalanisme € NCMS000 € kətələnˈizmə
catalanismes € catalanisme € NCMP000 € kətələnˈizməs
catalanista € catalanista € AQ0CS0 € kətələnˈistə
catalanista € catalanista € NCCS000 € kətələnˈistə
catalanistes € catalanista € AQ0CP0 € kətələnˈistəs
catalanistes € catalanista € NCCP000 € kətələnˈistəs
catalanística € catalanística € NCFS000 € kətələnˈistikə
catalanístiques € catalanística € NCFP000 € kətələnˈistikəs
catalanitat € catalanitat € NCFS000 € kətələnitˈat
catalanitats € catalanitat € NCFP000 € kətələnitˈats
catalanitza € catalanitzar € VMIP3S00 € kətələnˈidzə
catalanitza € catalanitzar € VMM02S00 € kətələnˈidzə
catalanitzà € catalanitzar € VMIS3S00 € kətələnidzˈa
catalanització € catalanització € NCFS000 € kətələnidzəsiˈo
catalanitzacions € catalanització € NCFP000 € kətələnidzəsiˈons
catalanitzada € catalanitzar € VMP00SF0 € kətələnidzˈaðə
catalanitzades € catalanitzar € VMP00PF0 € kətələnidzˈaðəs
Catalanitzador € Catalanitzador € NPMSO00 € kətələnidzəðˈo
catalanitzador € catalanitzador € AQ0MS0 € kətələnidzəðˈo
catalanitzant € catalanitzar € VMG00000 € kətələnidzˈan
catalanitzar € catalanitzar € VMN00000 € kətələnidzˈa
catalanitzarà € catalanitzar € VMIF3S00 € kətələnidzəɾˈa
catalanitzaran € catalanitzar € VMIF3P00 € kətələnidzəɾˈan
catalanitzaràs € catalanitzar € VMIF2S00 € kətələnidzəɾˈas
catalanitzaré € catalanitzar € VMIF1S00 € kətələnidzəɾˈe
catalanitzarem € catalanitzar € VMIF1P00 € kətələnidzəɾˈɛm
catalanitzàrem € catalanitzar € VMIS1P00 € kətələnidzˈaɾəm
catalanitzaren € catalanitzar € VMIS3P00 € kətələnidzˈaɾən
catalanitzares € catalanitzar € VMIS2S00 € kətələnidzˈaɾəs
catalanitzareu € catalanitzar € VMIF2P00 € kətələnidzəɾˈɛw
catalanitzàreu € catalanitzar € VMIS2P00 € kətələnidzˈaɾəw
catalanitzaria € catalanitzar € VMCC1S00 € kətələnidzəɾˈiə
catalanitzaríem € catalanitzar € VMCC1P00 € kətələnidzəɾˈiəm
catalanitzarien € catalanitzar € VMCC3P00 € kətələnidzəɾˈiən
catalanitzaries € catalanitzar € VMCC2S00 € kətələnidzəɾˈiəs
catalanitzaríeu € catalanitzar € VMCC2P00 € kətələnidzəɾˈiəw
catalanitzat € catalanitzar € VMP00SM0 € kətələnidzˈat
catalanitzats € catalanitzar € VMP00PM0 € kətələnidzˈats
catalanitzava € catalanitzar € VMII1S00 € kətələnidzˈaβə
catalanitzàvem € catalanitzar € VMII1P00 € kətələnidzˈaβəm
catalanitzaven € catalanitzar € VMII3P00 € kətələnidzˈaβən
catalanitzaves € catalanitzar € VMII2S00 € kətələnidzˈaβəs
catalanitzàveu € catalanitzar € VMII2P00 € kətələnidzˈaβəw
catalanitzem € catalanitzar € VMIP1P00 € kətələnidzˈɛm
catalanitzem € catalanitzar € VMM01P00 € kətələnidzˈɛm
catalanitzem € catalanitzar € VMSP1P00 € kətələnidzˈɛm
catalanitzen € catalanitzar € VMIP3P00 € kətələnˈidzən
catalanitzes € catalanitzar € VMIP2S00 € kətələnˈidzəs
catalanitzés € catalanitzar € VMSI1S01 € kətələnidzˈes
catalanitzéssim € catalanitzar € VMSI1P02 € kətələnidzˈesim
catalanitzessin € catalanitzar € VMSI3P02 € kətələnidzˈesin
catalanitzessis € catalanitzar € VMSI2S02 € kətələnidzˈesis
catalanitzéssiu € catalanitzar € VMSI2P02 € kətələnidzˈesiw
catalanitzeu € catalanitzar € VMIP2P00 € kətələnidzˈɛw
catalanitzeu € catalanitzar € VMM02P0X € kətələnidzˈɛw
catalanitzeu € catalanitzar € VMSP2P00 € kətələnidzˈɛw
catalanitzi € catalanitzar € VMM03S0Y € kətələnˈidzi
catalanitzi € catalanitzar € VMSP1S0Y € kətələnˈidzi
catalanitzí € catalanitzar € VMIS1S00 € kətələnidzˈi
catalanitzin € catalanitzar € VMM03P0Y € kətələnˈidzin
catalanitzin € catalanitzar € VMSP3P0Y € kətələnˈidzin
catalanitzis € catalanitzar € VMSP2S0Y € kətələnˈidzis
catalanitzo € catalanitzar € VMIP1S0C € kətələnˈidzu
catalanoaragonès € catalanoaragonès € AQ0MS0 € kətələnoəɾəɣunˈɛs
catalanòfil € catalanòfil € AQ0MS0 € kətələnˈɔfil
catalanòfil € catalanòfil € NCMS000 € kətələnˈɔfil
catalanòfila € catalanòfil € AQ0FS0 € kətələnˈɔfilə
catalanòfila € catalanòfil € NCFS000 € kətələnˈɔfilə
catalanòfiles € catalanòfil € AQ0FP0 € kətələnˈɔfiləs
catalanòfiles € catalanòfil € NCFP000 € kətələnˈɔfiləs
catalanofília € catalanofília € NCFS000 € kətələnofˈiliə
catalanofílies € catalanofília € NCFP000 € kətələnofˈiliəs
catalanòfils € catalanòfil € AQ0MP0 € kətələnˈɔfils
catalanòfils € catalanòfil € NCMP000 € kətələnˈɔfils
catalanòfob € catalanòfob € AQ0MS0 € kətələnˈɔfup
catalanòfob € catalanòfob € NCMS000 € kətələnˈɔfup
catalanòfoba € catalanòfob € AQ0FS0 € kətələnˈɔfuβə
catalanòfoba € catalanòfob € NCFS000 € kətələnˈɔfuβə
catalanòfobes € catalanòfob € AQ0FP0 € kətələnˈɔfuβəs
catalanòfobes € catalanòfob € NCFP000 € kətələnˈɔfuβəs
catalanofòbia € catalanofòbia € NCFS000 € kətələnofˈɔβiə
catalanofòbies € catalanofòbia € NCFP000 € kətələnofˈɔβiəs
catalanòfobs € catalanòfob € AQ0MP0 € kətələnˈɔfups
catalanòfobs € catalanòfob € NCMP000 € kətələnˈɔfups
catalanòfon € catalanòfon € AQ0MS0 € kətələnˈɔfun
catalanòfona € catalanòfon € AQ0FS0 € kətələnˈɔfunə
catalanòfones € catalanòfon € AQ0FP0 € kətələnˈɔfunəs
catalanòfons € catalanòfon € AQ0MP0 € kətələnˈɔfuns
catalanoparlant € catalanoparlant € AQ0CS0 € kətələnopərlˈan
catalanoparlant € catalanoparlant € NCCS000 € kətələnopərlˈan
catalanoparlants € catalanoparlant € AQ0CP0 € kətələnopərlˈans
catalanoparlants € catalanoparlant € NCCP000 € kətələnopərlˈans
catalanovalencià € catalanovalencià € AQ0MS0 € kətələnoβələnsiˈa
catalanovalenciana € catalanovalencià € AQ0FS0 € kətələnoβələnsiˈanə
catalanovalencianes € catalanovalencià € AQ0FP0 € kətələnoβələnsiˈanəs
catalanovalencians € catalanovalencià € AQ0MP0 € kətələnoβələnsiˈans
catalans € català € AQ0MP0 € kətəlˈans
catalans € català € NCMP000 € kətəlˈans
catalasa € catalasa € NCFS000 € kətəlˈazə
catalèctic € catalèctic € AQ0MS0 € kətəlˈɛktik
catalèctica € catalèctic € AQ0FS0 € kətəlˈɛktikə
catalèctics € catalèctic € AQ0MP0 € kətəlˈɛktiks
catalèctiques € catalèctic € AQ0FP0 € kətəlˈɛktikəs
catàleg € catàleg € NCMS000 € kətˈalək
catàlegs € catàleg € NCMP000 € kətˈaləks
catalèpsia € catalèpsia € NCFS000 € kətəlˈɛpsiə
catalèpsies € catalèpsia € NCFP000 € kətəlˈɛpsiəs
catalèptic € catalèptic € AQ0MS0 € kətəlˈɛptik
catalèptic € catalèptic € NCMS000 € kətəlˈɛptik
catalèptica € catalèptic € AQ0FS0 € kətəlˈɛptikə
catalèptica € catalèptic € NCFS000 € kətəlˈɛptikə
catalèptics € catalèptic € AQ0MP0 € kətəlˈɛptiks
catalèptics € catalèptic € NCMP000 € kətəlˈɛptiks
catalèptiques € catalèptic € AQ0FP0 € kətəlˈɛptikəs
catalèptiques € catalèptic € NCFP000 € kətəlˈɛptikəs
catalexi € catalexi € NCFS000 € kətəlˈɛksi
catalexis € catalexi € NCFP000 € kətəlˈɛksis
Catalina € Catalina € NPFSSP0 € kətəlˈinə
catalina € catalina € NCFS000 € kətəlˈinə
catalinoia € catalinoia € NCFS000 € kətəlinˈɔjə
catalinoies € catalinoia € NCFP000 € kətəlinˈɔjəs
catàlisi € catàlisi € NCFS000 € kətˈalizi
catàlisis € catàlisi € NCFP000 € kətˈalizis
catalític € catalític € AQ0MS0 € kətəlˈitik
catalítica € catalític € AQ0FS0 € kətəlˈitikə
catalítics € catalític € AQ0MP0 € kətəlˈitiks
catalítiques € catalític € AQ0FP0 € kətəlˈitikəs
catalitza € catalitzar € VMIP3S00 € kətəlˈidzə
catalitza € catalitzar € VMM02S00 € kətəlˈidzə
catalitzà € catalitzar € VMIS3S00 € kətəlidzˈa
catalització € catalització € NCFS000 € kətəlidzəsiˈo
catalitzada € catalitzar € VMP00SF0 € kətəlidzˈaðə
catalitzades € catalitzar € VMP00PF0 € kətəlidzˈaðəs
catalitzador € catalitzador € AQ0MS0 € kətəlidzəðˈo
catalitzador € catalitzador € NCMS000 € kətəlidzəðˈo
catalitzadora € catalitzador € AQ0FS0 € kətəlidzəðˈoɾə
catalitzadores € catalitzador € AQ0FP0 € kətəlidzəðˈoɾəs
catalitzadors € catalitzador € AQ0MP0 € kətəlidzəðˈos
catalitzadors € catalitzador € NCMP000 € kətəlidzəðˈos
catalitzant € catalitzar € VMG00000 € kətəlidzˈan
catalitzar € catalitzar € VMN00000 € kətəlidzˈa
catalitzarà € catalitzar € VMIF3S00 € kətəlidzəɾˈa
catalitzaran € catalitzar € VMIF3P00 € kətəlidzəɾˈan
catalitzaràs € catalitzar € VMIF2S00 € kətəlidzəɾˈas
catalitzaré € catalitzar € VMIF1S00 € kətəlidzəɾˈe
catalitzarem € catalitzar € VMIF1P00 € kətəlidzəɾˈɛm
catalitzàrem € catalitzar € VMIS1P00 € kətəlidzˈaɾəm
catalitzaren € catalitzar € VMIS3P00 € kətəlidzˈaɾən
catalitzares € catalitzar € VMIS2S00 € kətəlidzˈaɾəs
catalitzareu € catalitzar € VMIF2P00 € kətəlidzəɾˈɛw
catalitzàreu € catalitzar € VMIS2P00 € kətəlidzˈaɾəw
catalitzaria € catalitzar € VMCC1S00 € kətəlidzəɾˈiə
catalitzaríem € catalitzar € VMCC1P00 € kətəlidzəɾˈiəm
catalitzarien € catalitzar € VMCC3P00 € kətəlidzəɾˈiən
catalitzaries € catalitzar € VMCC2S00 € kətəlidzəɾˈiəs
catalitzaríeu € catalitzar € VMCC2P00 € kətəlidzəɾˈiəw
catalitzat € catalitzar € VMP00SM0 € kətəlidzˈat
catalitzats € catalitzar € VMP00PM0 € kətəlidzˈats
catalitzava € catalitzar € VMII1S00 € kətəlidzˈaβə
catalitzàvem € catalitzar € VMII1P00 € kətəlidzˈaβəm
catalitzaven € catalitzar € VMII3P00 € kətəlidzˈaβən
catalitzaves € catalitzar € VMII2S00 € kətəlidzˈaβəs
catalitzàveu € catalitzar € VMII2P00 € kətəlidzˈaβəw
catalitzem € catalitzar € VMIP1P00 € kətəlidzˈɛm
catalitzem € catalitzar € VMM01P00 € kətəlidzˈɛm
catalitzem € catalitzar € VMSP1P00 € kətəlidzˈɛm
catalitzen € catalitzar € VMIP3P00 € kətəlˈidzən
catalitzes € catalitzar € VMIP2S00 € kətəlˈidzəs
catalitzés € catalitzar € VMSI1S01 € kətəlidzˈes
catalitzéssim € catalitzar € VMSI1P02 € kətəlidzˈesim
catalitzessin € catalitzar € VMSI3P02 € kətəlidzˈesin
catalitzessis € catalitzar € VMSI2S02 € kətəlidzˈesis
catalitzéssiu € catalitzar € VMSI2P02 € kətəlidzˈesiw
catalitzeu € catalitzar € VMIP2P00 € kətəlidzˈɛw
catalitzeu € catalitzar € VMM02P0X € kətəlidzˈɛw
catalitzeu € catalitzar € VMSP2P00 € kətəlidzˈɛw
catalitzi € catalitzar € VMM03S0Y € kətəlˈidzi
catalitzi € catalitzar € VMSP1S0Y € kətəlˈidzi
catalitzí € catalitzar € VMIS1S00 € kətəlidzˈi
catalitzin € catalitzar € VMM03P0Y € kətəlˈidzin
catalitzin € catalitzar € VMSP3P0Y € kətəlˈidzin
catalitzis € catalitzar € VMSP2S0Y € kətəlˈidzis
catalitzo € catalitzar € VMIP1S0C € kətəlˈidzu
cataloga € catalogar € VMIP3S00 € kətəlˈɔɣə
cataloga € catalogar € VMM02S00 € kətəlˈɔɣə
catalogà € catalogar € VMIS3S00 € kətəluɣˈa
catalogable € catalogable € AQ0CS0 € kətəluɣˈabblə
catalogables € catalogable € AQ0CP0 € kətəluɣˈabbləs
catalogació € catalogació € NCFS000 € kətəluɣəsiˈo
catalogacions € catalogació € NCFP000 € kətəluɣəsiˈons
catalogada € catalogar € VMP00SF0 € kətəluɣˈaðə
catalogades € catalogar € VMP00PF0 € kətəluɣˈaðəs
catalogador € catalogador € AQ0MS0 € kətəluɣəðˈo
catalogador € catalogador € NCMS000 € kətəluɣəðˈo
catalogadora € catalogador € AQ0FS0 € kətəluɣəðˈoɾə
catalogadora € catalogador € NCFS000 € kətəluɣəðˈoɾə
catalogadores € catalogador € AQ0FP0 € kətəluɣəðˈoɾəs
catalogadores € catalogador € NCFP000 € kətəluɣəðˈoɾəs
catalogadors € catalogador € AQ0MP0 € kətəluɣəðˈos
catalogadors € catalogador € NCMP000 € kətəluɣəðˈos
catalogant € catalogar € VMG00000 € kətəluɣˈan
catalogar € catalogar € VMN00000 € kətəluɣˈa
catalogarà € catalogar € VMIF3S00 € kətəluɣəɾˈa
catalogaran € catalogar € VMIF3P00 € kətəluɣəɾˈan
catalogaràs € catalogar € VMIF2S00 € kətəluɣəɾˈas
catalogaré € catalogar € VMIF1S00 € kətəluɣəɾˈe
catalogarem € catalogar € VMIF1P00 € kətəluɣəɾˈɛm
catalogàrem € catalogar € VMIS1P00 € kətəluɣˈaɾəm
catalogaren € catalogar € VMIS3P00 € kətəluɣˈaɾən
catalogares € catalogar € VMIS2S00 € kətəluɣˈaɾəs
catalogareu € catalogar € VMIF2P00 € kətəluɣəɾˈɛw
catalogàreu € catalogar € VMIS2P00 € kətəluɣˈaɾəw
catalogaria € catalogar € VMCC1S00 € kətəluɣəɾˈiə
catalogaríem € catalogar € VMCC1P00 € kətəluɣəɾˈiəm
catalogarien € catalogar € VMCC3P00 € kətəluɣəɾˈiən
catalogaries € catalogar € VMCC2S00 € kətəluɣəɾˈiəs
catalogaríeu € catalogar € VMCC2P00 € kətəluɣəɾˈiəw
catalogat € catalogar € VMP00SM0 € kətəluɣˈat
catalogats € catalogar € VMP00PM0 € kətəluɣˈats
catalogava € catalogar € VMII1S00 € kətəluɣˈaβə
catalogàvem € catalogar € VMII1P00 € kətəluɣˈaβəm
catalogaven € catalogar € VMII3P00 € kətəluɣˈaβən
catalogaves € catalogar € VMII2S00 € kətəluɣˈaβəs
catalogàveu € catalogar € VMII2P00 € kətəluɣˈaβəw
catalogo € catalogar € VMIP1S0C € kətəlˈɔɣu
catalogràfic € catalogràfic € AQ0MS0 € kətəluɣɾˈafik
catalogràfica € catalogràfic € AQ0FS0 € kətəluɣɾˈafikə
catalogràfics € catalogràfic € AQ0MP0 € kətəluɣɾˈafiks
catalogràfiques € catalogràfic € AQ0FP0 € kətəluɣɾˈafikəs
cataloguem € catalogar € VMIP1P00 € kətəluɣˈɛm
cataloguem € catalogar € VMM01P00 € kətəluɣˈɛm
cataloguem € catalogar € VMSP1P00 € kətəluɣˈɛm
cataloguen € catalogar € VMIP3P00 € kətəlˈɔɣən
catalogues € catalogar € VMIP2S00 € kətəlˈɔɣəs
catalogués € catalogar € VMSI1S01 € kətəluɣˈes
cataloguéssim € catalogar € VMSI1P02 € kətəluɣˈesim
cataloguessin € catalogar € VMSI3P02 € kətəluɣˈesin
cataloguessis € catalogar € VMSI2S02 € kətəluɣˈesis
cataloguéssiu € catalogar € VMSI2P02 € kətəluɣˈesiw
catalogueu € catalogar € VMIP2P00 € kətəluɣˈɛw
catalogueu € catalogar € VMM02P0X € kətəluɣˈɛw
catalogueu € catalogar € VMSP2P00 € kətəluɣˈɛw
catalogui € catalogar € VMM03S0Y € kətəlˈɔɣi
catalogui € catalogar € VMSP1S0Y € kətəlˈɔɣi
cataloguí € catalogar € VMIS1S00 € kətəluɣˈi
cataloguin € catalogar € VMM03P0Y € kətəlˈɔɣin
cataloguin € catalogar € VMSP3P0Y € kətəlˈɔɣin
cataloguis € catalogar € VMSP2S0Y € kətəlˈɔɣis
catalpa € catalpa € NCFS000 € kətˈalpə
