Agost € Agost € NPMSG00 € əɣˈost
agotzoneu € agotzonar € VMM02P0X € əɣudzunˈɛw
agotzoneu € agotzonar € VMSP2P00 € əɣudzunˈɛw
agotzoni € agotzonar € VMM03S0Y € əɣudzˈɔni
agotzoni € agotzonar € VMSP1S0Y € əɣudzˈɔni
agotzoní € agotzonar € VMIS1S00 € əɣudzunˈi
agotzonin € agotzonar € VMM03P0Y € əɣudzˈɔnin
agotzonin € agotzonar € VMSP3P0Y € əɣudzˈɔnin
agotzonis € agotzonar € VMSP2S0Y € əɣudzˈɔnis
agotzono € agotzonar € VMIP1S0C € əɣudzˈonu
Agra € Agra € NPCSG00 € ˈaɣɾə
agra € agre € AQ0FS0 € ˈaɣɾə
agracia € agraciar € VMIP3S00 € əɣɾəsˈiə
agracia € agraciar € VMM02S00 € əɣɾəsˈiə
agracià € agraciar € VMIS3S00 € əɣɾəsiˈa
agraciada € agraciar € VMP00SF0 € əɣɾəsiˈaðə
agraciades € agraciar € VMP00PF0 € əɣɾəsiˈaðəs
agraciant € agraciar € VMG00000 € əɣɾəsiˈan
agraciar € agraciar € VMN00000 € əɣɾəsiˈa
agraciarà € agraciar € VMIF3S00 € əɣɾəsiəɾˈa
agraciaran € agraciar € VMIF3P00 € əɣɾəsiəɾˈan
agraciaràs € agraciar € VMIF2S00 € əɣɾəsiəɾˈas
agraciaré € agraciar € VMIF1S00 € əɣɾəsiəɾˈe
agraciarem € agraciar € VMIF1P00 € əɣɾəsiəɾˈɛm
agraciàrem € agraciar € VMIS1P00 € əɣɾəsiˈaɾəm
agraciaren € agraciar € VMIS3P00 € əɣɾəsiˈaɾən
agraciares € agraciar € VMIS2S00 € əɣɾəsiˈaɾəs
agraciareu € agraciar € VMIF2P00 € əɣɾəsiəɾˈɛw
agraciàreu € agraciar € VMIS2P00 € əɣɾəsiˈaɾəw
agraciaria € agraciar € VMCC1S00 € əɣɾəsiəɾˈiə
agraciaríem € agraciar € VMCC1P00 € əɣɾəsiəɾˈiəm
agraciarien € agraciar € VMCC3P00 € əɣɾəsiəɾˈiən
agraciaries € agraciar € VMCC2S00 € əɣɾəsiəɾˈiəs
agraciaríeu € agraciar € VMCC2P00 € əɣɾəsiəɾˈiəw
agraciat € agraciar € VMP00SM0 € əɣɾəsiˈat
agraciats € agraciar € VMP00PM0 € əɣɾəsiˈats
agraciava € agraciar € VMII1S00 € əɣɾəsiˈaβə
agraciàvem € agraciar € VMII1P00 € əɣɾəsiˈaβəm
agraciaven € agraciar € VMII3P00 € əɣɾəsiˈaβən
agraciaves € agraciar € VMII2S00 € əɣɾəsiˈaβəs
agraciàveu € agraciar € VMII2P00 € əɣɾəsiˈaβəw
agraciem € agraciar € VMIP1P00 € əɣɾəsiˈɛm
agraciem € agraciar € VMM01P00 € əɣɾəsiˈɛm
agraciem € agraciar € VMSP1P00 € əɣɾəsiˈɛm
agracien € agraciar € VMIP3P00 € əɣɾəsˈiən
agracies € agraciar € VMIP2S00 € əɣɾəsˈiəs
agraciés € agraciar € VMSI1S01 € əɣɾəsiˈes
agraciéssim € agraciar € VMSI1P02 € əɣɾəsiˈesim
agraciessin € agraciar € VMSI3P02 € əɣɾəsiˈesin
agraciessis € agraciar € VMSI2S02 € əɣɾəsiˈesis
agraciéssiu € agraciar € VMSI2P02 € əɣɾəsiˈesiw
agracieu € agraciar € VMIP2P00 € əɣɾəsiˈɛw
agracieu € agraciar € VMM02P0X € əɣɾəsiˈɛw
agracieu € agraciar € VMSP2P00 € əɣɾəsiˈɛw
agracií € agraciar € VMIS1S00 € əɣɾəsiˈi
agraciï € agraciar € VMM03S0Y € əɣɾəsˈii
agraciï € agraciar € VMSP1S0Y € əɣɾəsˈii
agraciïn € agraciar € VMM03P0Y € əɣɾəsˈiin
agraciïn € agraciar € VMSP3P0Y € əɣɾəsˈiin
agraciïs € agraciar € VMSP2S0Y € əɣɾəsˈiis
agracio € agraciar € VMIP1S0C € əɣɾəsˈiu
agrada € agradar € VMIP3S00 € əɣɾˈaðə
agrada € agradar € VMM02S00 € əɣɾˈaðə
agradà € agradar € VMIS3S00 € əɣɾəðˈa
agradabilitat € agradabilitat € NCFS000 € əɣɾəðəβilitˈat
agradabilitats € agradabilitat € NCFP000 € əɣɾəðəβilitˈats
agradable € agradable € AQ0CS0 € əɣɾəðˈabblə
agradablement € agradablement € ZRG € əɣɾəðˈabbləmˈen
agradables € agradable € AQ0CP0 € əɣɾəðˈabbləs
agradació € agradació € NCFS000 € əɣɾəðəsiˈo
agradacions € agradació € NCFP000 € əɣɾəðəsiˈons
agradada € agradar € VMP00SF0 € əɣɾəðˈaðə
agradades € agradar € VMP00PF0 € əɣɾəðˈaðəs
agradant € agradant € AQ0CS0 € əɣɾəðˈan
agradant € agradar € VMG00000 € əɣɾəðˈan
agradants € agradant € AQ0CP0 € əɣɾəðˈans
agradar € agradar € VMN00000 € əɣɾəðˈa
agradarà € agradar € VMIF3S00 € əɣɾəðəɾˈa
agradaran € agradar € VMIF3P00 € əɣɾəðəɾˈan
agradaràs € agradar € VMIF2S00 € əɣɾəðəɾˈas
agradaré € agradar € VMIF1S00 € əɣɾəðəɾˈe
agradarem € agradar € VMIF1P00 € əɣɾəðəɾˈɛm
agradàrem € agradar € VMIS1P00 € əɣɾəðˈaɾəm
agradaren € agradar € VMIS3P00 € əɣɾəðˈaɾən
agradares € agradar € VMIS2S00 € əɣɾəðˈaɾəs
agradareu € agradar € VMIF2P00 € əɣɾəðəɾˈɛw
agradàreu € agradar € VMIS2P00 € əɣɾəðˈaɾəw
agradaria € agradar € VMCC1S00 € əɣɾəðəɾˈiə
agradaríem € agradar € VMCC1P00 € əɣɾəðəɾˈiəm
agradarien € agradar € VMCC3P00 € əɣɾəðəɾˈiən
agradaries € agradar € VMCC2S00 € əɣɾəðəɾˈiəs
agradaríeu € agradar € VMCC2P00 € əɣɾəðəɾˈiəw
agradat € agradar € VMP00SM0 € əɣɾəðˈat
agradats € agradar € VMP00PM0 € əɣɾəðˈats
agradava € agradar € VMII1S00 € əɣɾəðˈaβə
agradàvem € agradar € VMII1P00 € əɣɾəðˈaβəm
agradaven € agradar € VMII3P00 € əɣɾəðˈaβən
agradaves € agradar € VMII2S00 € əɣɾəðˈaβəs
agradàveu € agradar € VMII2P00 € əɣɾəðˈaβəw
agradem € agradar € VMIP1P00 € əɣɾəðˈɛm
agradem € agradar € VMM01P00 € əɣɾəðˈɛm
agradem € agradar € VMSP1P00 € əɣɾəðˈɛm
agraden € agradar € VMIP3P00 € əɣɾˈaðən
agrades € agradar € VMIP2S00 € əɣɾˈaðəs
agradés € agradar € VMSI1S01 € əɣɾəðˈes
agradéssim € agradar € VMSI1P02 € əɣɾəðˈesim
agradessin € agradar € VMSI3P02 € əɣɾəðˈesin
agradessis € agradar € VMSI2S02 € əɣɾəðˈesis
agradéssiu € agradar € VMSI2P02 € əɣɾəðˈesiw
agradeu € agradar € VMIP2P00 € əɣɾəðˈɛw
agradeu € agradar € VMM02P0X € əɣɾəðˈɛw
agradeu € agradar € VMSP2P00 € əɣɾəðˈɛw
agradi € agradar € VMM03S0Y € əɣɾˈaði
agradi € agradar € VMSP1S0Y € əɣɾˈaði
agradí € agradar € VMIS1S00 € əɣɾəðˈi
agradin € agradar € VMM03P0Y € əɣɾˈaðin
agradin € agradar € VMSP3P0Y € əɣɾˈaðin
agradis € agradar € VMSP2S0Y € əɣɾˈaðis
agradívol € agradívol € AQ0MS0 € əɣɾəðˈiβul
agradívola € agradívol € AQ0FS0 € əɣɾəðˈiβulə
agradívoles € agradívol € AQ0FP0 € əɣɾəðˈiβuləs
agradívols € agradívol € AQ0MP0 € əɣɾəðˈiβuls
agrado € agradar € VMIP1S0C € əɣɾˈaðu
agradós € agradós € AQ0MS0 € əɣɾəðˈos
agradosa € agradós € AQ0FS0 € əɣɾəðˈozə
agradosament € agradosament € ZRG € əɣɾəðˈozəmˈen
agradoses € agradós € AQ0FP0 € əɣɾəðˈozəs
agradosia € agradosia € NCFS000 € əɣɾəðuzˈiə
agradosies € agradosia € NCFP000 € əɣɾəðuzˈiəs
agradositat € agradositat € NCFS000 € əɣɾəðuzitˈat
agradositats € agradositat € NCFP000 € əɣɾəðuzitˈats
agradosos € agradós € AQ0MP0 € əɣɾəðˈozus
agraeix € agrair € VMIP3S00 € əɣɾəˈɛʃ
agraeix € agrair € VMM02S00 € əɣɾəˈɛʃ
agraeixen € agrair € VMIP3P00 € əɣɾəˈɛʃən
agraeixes € agrair € VMIP2S00 € əɣɾəˈɛʃəs
agraeixi € agrair € VMM03S0Y € əɣɾəˈɛʃi
agraeixi € agrair € VMSP1S0Y € əɣɾəˈɛʃi
agraeixin € agrair € VMM03P0Y € əɣɾəˈɛʃin
agraeixin € agrair € VMSP3P0Y € əɣɾəˈɛʃin
agraeixis € agrair € VMSP2S0Y € əɣɾəˈɛʃis
agraeixo € agrair € VMIP1S0C € əɣɾəˈɛʃu
àgraf € àgraf € AQ0MS0 € ˈaɣɾəf
àgrafa € àgraf € AQ0FS0 € ˈaɣɾəfə
àgrafes € àgraf € AQ0FP0 € ˈaɣɾəfəs
agrafia € agrafia € NCFS000 € əɣɾəfˈiə
agrafies € agrafia € NCFP000 € əɣɾəfˈiəs
àgrafs € àgraf € AQ0MP0 € ˈaɣɾəfs
agraí € agrair € VMIS1S00 € əɣɾəˈi
agraïa € agrair € VMII1S00 € əɣɾəˈiə
agraïda € agrair € VMP00SF0 € əɣɾəˈiðə
