Anastasis € Anastasi € NPMPSP0 € ənəstˈazis
anastomoses € anastomosar € VMIP2S00 € ənəstumˈozəs
anastomosi € anastomosar € VMM03S0Y € ənəstumˈɔzi
anastomosi € anastomosar € VMSP1S0Y € ənəstumˈɔzi
anastomosi € anastomosi € NCFS000 € ənəstumˈɔzi
anastomosis € anastomosar € VMSP2S0Y € ənəstumˈɔzis
anastomosis € anastomosi € NCFP000 € ənəstumˈɔzis
anastomòtic € anastomòtic € AQ0MS0 € ənəstumˈɔtik
anastomòtica € anastomòtic € AQ0FS0 € ənəstumˈɔtikə
anastomòtics € anastomòtic € AQ0MP0 € ənəstumˈɔtiks
anastomòtiques € anastomòtic € AQ0FP0 € ənəstumˈɔtikəs
anàstrofe € anàstrofe € NCFS000 € ənˈastɾufə
anàstrofes € anàstrofe € NCFP000 € ənˈastɾufəs
anat € anar € VMP00SM0 € ənˈat
anatabina € anatabina € NCFS000 € ənətəβˈinə
anatasa € anatasa € NCFS000 € ənətˈazə
anatases € anatasa € NCFP000 € ənətˈazəs
anatèctic € anatèctic € AQ0MS0 € ənətˈɛktik
anatèctica € anatèctic € AQ0FS0 € ənətˈɛktikə
anatèctics € anatèctic € AQ0MP0 € ənətˈɛktiks
anatèctiques € anatèctic € AQ0FP0 € ənətˈɛktikəs
anatema € anatema € NCMS000 € ənətˈɛmə
anatematisme € anatematisme € NCMS000 € ənətəmətˈizmə
anatematismes € anatematisme € NCMP000 € ənətəmətˈizməs
anatematitza € anatematitzar € VMIP3S00 € ənətəmətˈidzə
anatematitza € anatematitzar € VMM02S00 € ənətəmətˈidzə
anatematitzà € anatematitzar € VMIS3S00 € ənətəmətidzˈa
anatematitzada € anatematitzar € VMP00SF0 € ənətəmətidzˈaðə
anatematitzades € anatematitzar € VMP00PF0 € ənətəmətidzˈaðəs
anatematitzant € anatematitzar € VMG00000 € ənətəmətidzˈan
anatematitzar € anatematitzar € VMN00000 € ənətəmətidzˈa
anatematitzarà € anatematitzar € VMIF3S00 € ənətəmətidzəɾˈa
anatematitzaran € anatematitzar € VMIF3P00 € ənətəmətidzəɾˈan
anatematitzaràs € anatematitzar € VMIF2S00 € ənətəmətidzəɾˈas
anatematitzaré € anatematitzar € VMIF1S00 € ənətəmətidzəɾˈe
anatematitzarem € anatematitzar € VMIF1P00 € ənətəmətidzəɾˈɛm
anatematitzàrem € anatematitzar € VMIS1P00 € ənətəmətidzˈaɾəm
anatematitzaren € anatematitzar € VMIS3P00 € ənətəmətidzˈaɾən
anatematitzares € anatematitzar € VMIS2S00 € ənətəmətidzˈaɾəs
anatematitzareu € anatematitzar € VMIF2P00 € ənətəmətidzəɾˈɛw
anatematitzàreu € anatematitzar € VMIS2P00 € ənətəmətidzˈaɾəw
anatematitzaria € anatematitzar € VMCC1S00 € ənətəmətidzəɾˈiə
anatematitzaríem € anatematitzar € VMCC1P00 € ənətəmətidzəɾˈiəm
anatematitzarien € anatematitzar € VMCC3P00 € ənətəmətidzəɾˈiən
anatematitzaries € anatematitzar € VMCC2S00 € ənətəmətidzəɾˈiəs
anatematitzaríeu € anatematitzar € VMCC2P00 € ənətəmətidzəɾˈiəw
anatematitzat € anatematitzar € VMP00SM0 € ənətəmətidzˈat
anatematitzats € anatematitzar € VMP00PM0 € ənətəmətidzˈats
anatematitzava € anatematitzar € VMII1S00 € ənətəmətidzˈaβə
anatematitzàvem € anatematitzar € VMII1P00 € ənətəmətidzˈaβəm
anatematitzaven € anatematitzar € VMII3P00 € ənətəmətidzˈaβən
anatematitzaves € anatematitzar € VMII2S00 € ənətəmətidzˈaβəs
anatematitzàveu € anatematitzar € VMII2P00 € ənətəmətidzˈaβəw
anatematitzem € anatematitzar € VMIP1P00 € ənətəmətidzˈɛm
anatematitzem € anatematitzar € VMM01P00 € ənətəmətidzˈɛm
anatematitzem € anatematitzar € VMSP1P00 € ənətəmətidzˈɛm
anatematitzen € anatematitzar € VMIP3P00 € ənətəmətˈidzən
anatematitzes € anatematitzar € VMIP2S00 € ənətəmətˈidzəs
anatematitzés € anatematitzar € VMSI1S01 € ənətəmətidzˈes
anatematitzéssim € anatematitzar € VMSI1P02 € ənətəmətidzˈesim
anatematitzessin € anatematitzar € VMSI3P02 € ənətəmətidzˈesin
anatematitzessis € anatematitzar € VMSI2S02 € ənətəmətidzˈesis
anatematitzéssiu € anatematitzar € VMSI2P02 € ənətəmətidzˈesiw
anatematitzeu € anatematitzar € VMIP2P00 € ənətəmətidzˈɛw
anatematitzeu € anatematitzar € VMM02P0X € ənətəmətidzˈɛw
anatematitzeu € anatematitzar € VMSP2P00 € ənətəmətidzˈɛw
anatematitzi € anatematitzar € VMM03S0Y € ənətəmətˈidzi
anatematitzi € anatematitzar € VMSP1S0Y € ənətəmətˈidzi
anatematitzí € anatematitzar € VMIS1S00 € ənətəmətidzˈi
anatematitzin € anatematitzar € VMM03P0Y € ənətəmətˈidzin
anatematitzin € anatematitzar € VMSP3P0Y € ənətəmətˈidzin
anatematitzis € anatematitzar € VMSP2S0Y € ənətəmətˈidzis
anatematitzo € anatematitzar € VMIP1S0C € ənətəmətˈidzu
anatemes € anatema € NCMP000 € ənətˈɛməs
anatèxia € anatèxia € NCFS000 € ənətˈɛksiə
anatèxies € anatèxia € NCFP000 € ənətˈɛksiəs
anàtid € anàtid € NCMS000 € ənˈatit
anàtids € anàtid € NCMP000 € ənˈatits
anatocisme € anatocisme € NCMS000 € ənətusˈizmə
anatocismes € anatocisme € NCMP000 € ənətusˈizməs
Anatoli € Anatoli € NPMSSP0 € ənətˈɔli
Anatòlia € Anatòlia € NPCSG00 € ənətˈɔliə
anatòlic € anatòlic € AQ0MS0 € ənətˈɔlik
anatòlica € anatòlic € AQ0FS0 € ənətˈɔlikə
anatòlics € anatòlic € AQ0MP0 € ənətˈɔliks
anatòliques € anatòlic € AQ0FP0 € ənətˈɔlikəs
anatomia € anatomia € NCFS000 € ənətumˈiə
anatòmic € anatòmic € AQ0MS0 € ənətˈɔmik
anatòmica € anatòmic € AQ0FS0 € ənətˈɔmikə
anatòmicament € anatòmicament € ZRG € ənətˈɔmikəmˈen
anatòmics € anatòmic € AQ0MP0 € ənətˈɔmiks
anatomies € anatomia € NCFP000 € ənətumˈiəs
anatòmiques € anatòmic € AQ0FP0 € ənətˈɔmikəs
anatomista € anatomista € NCCS000 € ənətumˈistə
anatomistes € anatomista € NCCP000 € ənətumˈistəs
anatomitza € anatomitzar € VMIP3S00 € ənətumˈidzə
anatomitza € anatomitzar € VMM02S00 € ənətumˈidzə
anatomitzà € anatomitzar € VMIS3S00 € ənətumidzˈa
anatomitzada € anatomitzar € VMP00SF0 € ənətumidzˈaðə
anatomitzades € anatomitzar € VMP00PF0 € ənətumidzˈaðəs
anatomitzant € anatomitzar € VMG00000 € ənətumidzˈan
anatomitzar € anatomitzar € VMN00000 € ənətumidzˈa
anatomitzarà € anatomitzar € VMIF3S00 € ənətumidzəɾˈa
anatomitzaran € anatomitzar € VMIF3P00 € ənətumidzəɾˈan
anatomitzaràs € anatomitzar € VMIF2S00 € ənətumidzəɾˈas
anatomitzaré € anatomitzar € VMIF1S00 € ənətumidzəɾˈe
anatomitzarem € anatomitzar € VMIF1P00 € ənətumidzəɾˈɛm
anatomitzàrem € anatomitzar € VMIS1P00 € ənətumidzˈaɾəm
anatomitzaren € anatomitzar € VMIS3P00 € ənətumidzˈaɾən
anatomitzares € anatomitzar € VMIS2S00 € ənətumidzˈaɾəs
anatomitzareu € anatomitzar € VMIF2P00 € ənətumidzəɾˈɛw
anatomitzàreu € anatomitzar € VMIS2P00 € ənətumidzˈaɾəw
anatomitzaria € anatomitzar € VMCC1S00 € ənətumidzəɾˈiə
anatomitzaríem € anatomitzar € VMCC1P00 € ənətumidzəɾˈiəm
anatomitzarien € anatomitzar € VMCC3P00 € ənətumidzəɾˈiən
anatomitzaries € anatomitzar € VMCC2S00 € ənətumidzəɾˈiəs
anatomitzaríeu € anatomitzar € VMCC2P00 € ənətumidzəɾˈiəw
anatomitzat € anatomitzar € VMP00SM0 € ənətumidzˈat
anatomitzats € anatomitzar € VMP00PM0 € ənətumidzˈats
anatomitzava € anatomitzar € VMII1S00 € ənətumidzˈaβə
anatomitzàvem € anatomitzar € VMII1P00 € ənətumidzˈaβəm
anatomitzaven € anatomitzar € VMII3P00 € ənətumidzˈaβən
anatomitzaves € anatomitzar € VMII2S00 € ənətumidzˈaβəs
anatomitzàveu € anatomitzar € VMII2P00 € ənətumidzˈaβəw
anatomitzem € anatomitzar € VMIP1P00 € ənətumidzˈɛm
anatomitzem € anatomitzar € VMM01P00 € ənətumidzˈɛm
anatomitzem € anatomitzar € VMSP1P00 € ənətumidzˈɛm
anatomitzen € anatomitzar € VMIP3P00 € ənətumˈidzən
anatomitzes € anatomitzar € VMIP2S00 € ənətumˈidzəs
anatomitzés € anatomitzar € VMSI1S01 € ənətumidzˈes
anatomitzéssim € anatomitzar € VMSI1P02 € ənətumidzˈesim
anatomitzessin € anatomitzar € VMSI3P02 € ənətumidzˈesin
anatomitzessis € anatomitzar € VMSI2S02 € ənətumidzˈesis
anatomitzéssiu € anatomitzar € VMSI2P02 € ənətumidzˈesiw
anatomitzeu € anatomitzar € VMIP2P00 € ənətumidzˈɛw
anatomitzeu € anatomitzar € VMM02P0X € ənətumidzˈɛw
anatomitzeu € anatomitzar € VMSP2P00 € ənətumidzˈɛw
anatomitzi € anatomitzar € VMM03S0Y € ənətumˈidzi
anatomitzi € anatomitzar € VMSP1S0Y € ənətumˈidzi
anatomitzí € anatomitzar € VMIS1S00 € ənətumidzˈi
anatomitzin € anatomitzar € VMM03P0Y € ənətumˈidzin
anatomitzin € anatomitzar € VMSP3P0Y € ənətumˈidzin
anatomitzis € anatomitzar € VMSP2S0Y € ənətumˈidzis
anatomitzo € anatomitzar € VMIP1S0C € ənətumˈidzu
anatomopatologia € anatomopatologia € NCFS000 € ənətumupətuluʒˈiə
anatomopatològic € anatomopatològic € AQ0MS0 € ənətumupətulˈɔʒik
anatoxina € anatoxina € NCFS000 € ənətuksˈinə
anatoxines € anatoxina € NCFP000 € ənətuksˈinəs
anàtrop € anàtrop € AQ0MS0 € ənˈatɾup
anàtropa € anàtrop € AQ0FS0 € ənˈatɾupə
anàtropes € anàtrop € AQ0FP0 € ənˈatɾupəs
anàtrops € anàtrop € AQ0MP0 € ənˈatɾups
anats € anar € VMP00PM0 € ənˈats
anava € anar € VMII1S00 € ənˈaβə
anàvem € anar € VMII1P00 € ənˈaβəm
anaven € anar € VMII3P00 € ənˈaβən
anaves € anar € VMII2S00 € ənˈaβəs
anàveu € anar € VMII2P00 € ənˈaβəw
Anaxàgores € Anaxàgores € NPMSSP0 € ənəksˈaɣuɾəs
Anaximandre € Anaximandre € NPMSSP0 € ənəksimˈandɾə
Anaxímenes € Anaxímenes € NPMSSP0 € ənəksˈimənəs
Anazarba € Anazarba € NPCSG00 € ənəzˈarβə
anc € anc € ZRG € ˈaŋ
anca € anca € NCFS000 € ˈaŋkə
anca-rossegant € anca-rossegant € AQ0CS0 € ˈaŋkərusəɣˈan
anca-rossegants € anca-rossegant € AQ0CP0 € ˈaŋkərusəɣˈans
ancada € ancada € NCFS000 € əŋkˈaðə
ancada € ancat € AQ0FS0 € əŋkˈaðə
ancades € ancada € NCFP000 € əŋkˈaðəs
ancades € ancat € AQ0FP0 € əŋkˈaðəs
Ancash € Ancash € NPCSG00 € əŋkˈaʃ
ancat € ancat € AQ0MS0 € əŋkˈat
ancats € ancat € AQ0MP0 € əŋkˈats
ancestral € ancestral € AQ0CS0 € ənsəstɾˈal
ancestrals € ancestral € AQ0CP0 € ənsəstɾˈals
ancestre € ancestre € NCMS000 € ənsˈestɾə
ancestres € ancestre € NCMP000 € ənsˈestɾəs
Anchorage € Anchorage € NPCSG00 € əntʃuɾˈaʒə
ancià € ancià € AQ0MS0 € ənsiˈa
ancià € ancià € NCMS000 € ənsiˈa
anciana € ancià € AQ0FS0 € ənsiˈanə
anciana € ancià € NCFS000 € ənsiˈanə
ancianes € ancià € AQ0FP0 € ənsiˈanəs
ancianes € ancià € NCFP000 € ənsiˈanəs
ancianitat € ancianitat € NCFS000 € ənsiənitˈat
ancianitats € ancianitat € NCFP000 € ənsiənitˈats
ancians € ancià € AQ0MP0 € ənsiˈans
ancians € ancià € NCMP000 € ənsiˈans
ancilòstom € ancilòstom € NCMS000 € ənsilˈɔstum
ancilostomiasi € ancilostomiasi € NCFS000 € ənsilustumiˈazi
ancilostomiasis € ancilostomiasi € NCFP000 € ənsilustumiˈazis
ancilostomosi € ancilostomosi € NCFS000 € ənsilustumˈɔzi
ancilòstoms € ancilòstom € NCMP000 € ənsilˈɔstums
Ancils € Ancils € NPCSG00 € ənsˈils
ancils € ancil € NCMP000 € ənsˈils
Ancinyà € Ancinyà € NPCSG00 € ənsiɲˈa
ancó € ancó € NCMS000 € əŋkˈo
Ancón € Ancón € NPCSG00 € əŋkˈon
Ancona € Ancona € NPCSG00 € əŋkˈonə
anconal € anconal € AQ0CS0 € əŋkunˈal
anconal € anconal € NCMS000 € əŋkunˈal
anconals € anconal € AQ0CP0 € əŋkunˈals
anconals € anconal € NCMP000 € əŋkunˈals
ancons € ancó € NCMP000 € əŋkˈons
ancora € ancorar € VMIP3S00 € əŋkˈoɾə
ancora € ancorar € VMM02S00 € əŋkˈoɾə
ancorà € ancorar € VMIS3S00 € əŋkuɾˈa
àncora € àncora € NCFS000 € ˈaŋkuɾə
ancorada € ancorar € VMP00SF0 € əŋkuɾˈaðə
ancorades € ancorar € VMP00PF0 € əŋkuɾˈaðəs
ancorant € ancorar € VMG00000 € əŋkuɾˈan
ancorar € ancorar € VMN00000 € əŋkuɾˈa
ancorarà € ancorar € VMIF3S00 € əŋkuɾəɾˈa
ancoraran € ancorar € VMIF3P00 € əŋkuɾəɾˈan
ancoraràs € ancorar € VMIF2S00 € əŋkuɾəɾˈas
ancoraré € ancorar € VMIF1S00 € əŋkuɾəɾˈe
ancorarem € ancorar € VMIF1P00 € əŋkuɾəɾˈɛm
ancoràrem € ancorar € VMIS1P00 € əŋkuɾˈaɾəm
ancoraren € ancorar € VMIS3P00 € əŋkuɾˈaɾən
ancorares € ancorar € VMIS2S00 € əŋkuɾˈaɾəs
ancorareu € ancorar € VMIF2P00 € əŋkuɾəɾˈɛw
ancoràreu € ancorar € VMIS2P00 € əŋkuɾˈaɾəw
ancoraria € ancorar € VMCC1S00 € əŋkuɾəɾˈiə
ancoraríem € ancorar € VMCC1P00 € əŋkuɾəɾˈiəm
ancorarien € ancorar € VMCC3P00 € əŋkuɾəɾˈiən
ancoraries € ancorar € VMCC2S00 € əŋkuɾəɾˈiəs
ancoraríeu € ancorar € VMCC2P00 € əŋkuɾəɾˈiəw
ancorat € ancorar € VMP00SM0 € əŋkuɾˈat
ancoratge € ancoratge € NCMS000 € əŋkuɾˈadʒə
ancoratges € ancoratge € NCMP000 € əŋkuɾˈadʒəs
ancorats € ancorar € VMP00PM0 € əŋkuɾˈats
ancorava € ancorar € VMII1S00 € əŋkuɾˈaβə
ancoràvem € ancorar € VMII1P00 € əŋkuɾˈaβəm
ancoraven € ancorar € VMII3P00 € əŋkuɾˈaβən
ancoraves € ancorar € VMII2S00 € əŋkuɾˈaβəs
ancoràveu € ancorar € VMII2P00 € əŋkuɾˈaβəw
ancorell € ancorell € NCMS000 € əŋkuɾˈeʎ
ancorells € ancorell € NCMP000 € əŋkuɾˈeʎs
ancorem € ancorar € VMIP1P00 € əŋkuɾˈɛm
ancorem € ancorar € VMM01P00 € əŋkuɾˈɛm
ancorem € ancorar € VMSP1P00 € əŋkuɾˈɛm
ancoren € ancorar € VMIP3P00 € əŋkˈɔɾən
ancorer € ancorer € NCMS000 € əŋkuɾˈe
ancorera € ancorer € NCFS000 € əŋkuɾˈeɾə
ancoreres € ancorer € NCFP000 € əŋkuɾˈeɾəs
ancoreria € ancoreria € NCFS000 € əŋkuɾəɾˈiə
ancoreries € ancoreria € NCFP000 € əŋkuɾəɾˈiəs
ancorers € ancorer € NCMP000 € əŋkuɾˈes
ancores € ancorar € VMIP2S00 € əŋkˈoɾəs
ancorés € ancorar € VMSI1S01 € əŋkuɾˈes
àncores € àncora € NCFP000 € ˈaŋkuɾəs
ancoréssim € ancorar € VMSI1P02 € əŋkuɾˈesim
ancoressin € ancorar € VMSI3P02 € əŋkuɾˈesin
ancoressis € ancorar € VMSI2S02 € əŋkuɾˈesis
ancoréssiu € ancorar € VMSI2P02 € əŋkuɾˈesiw
ancoreu € ancorar € VMIP2P00 € əŋkuɾˈɛw
ancoreu € ancorar € VMM02P0X € əŋkuɾˈɛw
ancoreu € ancorar € VMSP2P00 € əŋkuɾˈɛw
ancori € ancorar € VMM03S0Y € əŋkˈɔɾi
ancori € ancorar € VMSP1S0Y € əŋkˈɔɾi
