Ànimes € Ànimes € NPFPG00 € ˈaniməs
aniseu € anisar € VMSP2P00 € ənizˈɛw
anisi € anisar € VMM03S0Y € ənˈizi
anisi € anisar € VMSP1S0Y € ənˈizi
anisí € anisar € VMIS1S00 € ənizˈi
anisià € anisià € AQ0MS0 € əniziˈa
anisià € anisià € NCMS000 € əniziˈa
anísic € anísic € AQ0MS0 € ənˈizik
anísica € anísic € AQ0FS0 € ənˈizikə
anísics € anísic € AQ0MP0 € ənˈiziks
anisidina € anisidina € NCFS000 € əniziðˈinə
anisidines € anisidina € NCFP000 € əniziðˈinəs
anisin € anisar € VMM03P0Y € ənˈizin
anisin € anisar € VMSP3P0Y € ənˈizin
anísiques € anísic € AQ0FP0 € ənˈizikəs
anisis € anisar € VMSP2S0Y € ənˈizis
aniso € anisar € VMIP1S0C € ənˈizu
anisocòria € anisocòria € NCFS000 € ənizukˈɔɾiə
anisofíl·lia € anisofíl·lia € NCFS000 € ənizufˈilliə
anisofíl·lies € anisofíl·lia € NCFP000 € ənizufˈilliəs
anisogàmia € anisogàmia € NCFS000 € ənizuɣˈamiə
anisogàmies € anisogàmia € NCFP000 € ənizuɣˈamiəs
anisol € anisol € NCMS000 € ənizˈɔl
anisole € anisole € NCMS000 € ənizˈɔlə
anisolecític € anisolecític € AQ0MS0 € ənizuləsˈitik
anisolecítica € anisolecític € AQ0FS0 € ənizuləsˈitikə
anisolecítics € anisolecític € AQ0MP0 € ənizuləsˈitiks
anisolecítiques € anisolecític € AQ0FP0 € ənizuləsˈitikəs
anisoles € anisole € NCMP000 € ənizˈɔləs
anisomàstia € anisomàstia € NCFS000 € ənizumˈastiə
anisometria € anisometria € NCFS000 € ənizumətɾˈiə
anisomètric € anisomètric € AQ0MS0 € ənizumˈɛtɾik
anisomètrica € anisomètric € AQ0FS0 € ənizumˈɛtɾikə
anisomètrics € anisomètric € AQ0MP0 € ənizumˈɛtɾiks
anisometries € anisometria € NCFP000 € ənizumətɾˈiəs
anisomètriques € anisomètric € AQ0FP0 € ənizumˈɛtɾikəs
anisometropia € anisometropia € NCFS000 € ənizumətɾupˈiə
anisòpter € anisòpter € AQ0MS0 € ənizˈɔptər
anisòpter € anisòpter € NCMS000 € ənizˈɔptər
anisòpters € anisòpter € AQ0MP0 € ənizˈɔptərs
anisòpters € anisòpter € NCMP000 € ənizˈɔptərs
anisosfígmia € anisosfígmia € NCFS000 € ənizusfˈiɡmiə
anisosfígmies € anisosfígmia € NCFP000 € ənizusfˈiɡmiəs
anisosil·làbic € anisosil·làbic € AQ0MS0 € ənizuzillˈaβik
anisosil·làbica € anisosil·làbic € AQ0FS0 € ənizuzillˈaβikə
anisosil·làbics € anisosil·làbic € AQ0MP0 € ənizuzillˈaβiks
anisosil·làbiques € anisosil·làbic € AQ0FP0 € ənizuzillˈaβikəs
anisosil·labisme € anisosil·labisme € NCMS000 € ənizuzilləβˈizmə
anisostèmon € anisostèmon € AQ0MS0 € ənizustˈɛmun
anisostèmona € anisostèmon € AQ0FS0 € ənizustˈɛmunə
anisostèmones € anisostèmon € AQ0FP0 € ənizustˈɛmunəs
anisostèmons € anisostèmon € AQ0MP0 € ənizustˈɛmuns
anisòtrop € anisòtrop € AQ0MS0 € ənizˈɔtɾup
anisòtropa € anisòtrop € AQ0FS0 € ənizˈɔtɾupə
anisòtropes € anisòtrop € AQ0FP0 € ənizˈɔtɾupəs
anisotropia € anisotropia € NCFS000 € ənizutɾupˈiə
anisotròpic € anisotròpic € AQ0MS0 € ənizutɾˈɔpik
anisotropies € anisotropia € NCFP000 € ənizutɾupˈiəs
anisòtrops € anisòtrop € AQ0MP0 € ənizˈɔtɾups
anissos € anís € NCMP000 € ənˈisus
anit € anit € ZRG € ənˈit
anitis € anitis € NCFN000 € ənˈitis
anivella € anivellar € VMIP3S00 € əniβˈeʎə
anivella € anivellar € VMM02S00 € əniβˈeʎə
anivellà € anivellar € VMIS3S00 € əniβəʎˈa
anivellable € anivellable € AQ0CS0 € əniβəʎˈabblə
anivellables € anivellable € AQ0CP0 € əniβəʎˈabbləs
anivellació € anivellació € NCFS000 € əniβəʎəsiˈo
anivellacions € anivellació € NCFP000 € əniβəʎəsiˈons
anivellada € anivellar € VMP00SF0 € əniβəʎˈaðə
anivellades € anivellar € VMP00PF0 € əniβəʎˈaðəs
anivellador € anivellador € AQ0MS0 € əniβəʎəðˈo
anivelladora € anivellador € AQ0FS0 € əniβəʎəðˈoɾə
anivelladora € anivelladora € NCFS000 € əniβəʎəðˈoɾə
anivelladores € anivellador € AQ0FP0 € əniβəʎəðˈoɾəs
anivelladores € anivelladora € NCFP000 € əniβəʎəðˈoɾəs
anivelladors € anivellador € AQ0MP0 € əniβəʎəðˈos
anivellament € anivellament € NCMS000 € əniβəʎəmˈen
anivellaments € anivellament € NCMP000 € əniβəʎəmˈens
anivellant € anivellar € VMG00000 € əniβəʎˈan
anivellar € anivellar € VMN00000 € əniβəʎˈa
anivellarà € anivellar € VMIF3S00 € əniβəʎəɾˈa
anivellaran € anivellar € VMIF3P00 € əniβəʎəɾˈan
anivellaràs € anivellar € VMIF2S00 € əniβəʎəɾˈas
anivellaré € anivellar € VMIF1S00 € əniβəʎəɾˈe
anivellarem € anivellar € VMIF1P00 € əniβəʎəɾˈɛm
anivellàrem € anivellar € VMIS1P00 € əniβəʎˈaɾəm
anivellaren € anivellar € VMIS3P00 € əniβəʎˈaɾən
anivellares € anivellar € VMIS2S00 € əniβəʎˈaɾəs
anivellareu € anivellar € VMIF2P00 € əniβəʎəɾˈɛw
anivellàreu € anivellar € VMIS2P00 € əniβəʎˈaɾəw
anivellaria € anivellar € VMCC1S00 € əniβəʎəɾˈiə
anivellaríem € anivellar € VMCC1P00 € əniβəʎəɾˈiəm
anivellarien € anivellar € VMCC3P00 € əniβəʎəɾˈiən
anivellaries € anivellar € VMCC2S00 € əniβəʎəɾˈiəs
anivellaríeu € anivellar € VMCC2P00 € əniβəʎəɾˈiəw
anivellat € anivellar € VMP00SM0 € əniβəʎˈat
anivellats € anivellar € VMP00PM0 € əniβəʎˈats
anivellava € anivellar € VMII1S00 € əniβəʎˈaβə
anivellàvem € anivellar € VMII1P00 € əniβəʎˈaβəm
anivellaven € anivellar € VMII3P00 € əniβəʎˈaβən
anivellaves € anivellar € VMII2S00 € əniβəʎˈaβəs
anivellàveu € anivellar € VMII2P00 € əniβəʎˈaβəw
anivellem € anivellar € VMIP1P00 € əniβəʎˈɛm
anivellem € anivellar € VMM01P00 € əniβəʎˈɛm
anivellem € anivellar € VMSP1P00 € əniβəʎˈɛm
anivellen € anivellar € VMIP3P00 € əniβˈeʎən
anivelles € anivellar € VMIP2S00 € əniβˈeʎəs
anivellés € anivellar € VMSI1S01 € əniβəʎˈes
anivelléssim € anivellar € VMSI1P02 € əniβəʎˈesim
anivellessin € anivellar € VMSI3P02 € əniβəʎˈesin
anivellessis € anivellar € VMSI2S02 € əniβəʎˈesis
anivelléssiu € anivellar € VMSI2P02 € əniβəʎˈesiw
anivelleu € anivellar € VMIP2P00 € əniβəʎˈɛw
anivelleu € anivellar € VMM02P0X € əniβəʎˈɛw
anivelleu € anivellar € VMSP2P00 € əniβəʎˈɛw
anivelli € anivellar € VMM03S0Y € əniβˈeʎi
anivelli € anivellar € VMSP1S0Y € əniβˈeʎi
anivellí € anivellar € VMIS1S00 € əniβəʎˈi
anivellin € anivellar € VMM03P0Y € əniβˈeʎin
anivellin € anivellar € VMSP3P0Y € əniβˈeʎin
anivellis € anivellar € VMSP2S0Y € əniβˈeʎis
anivello € anivellar € VMIP1S0C € əniβˈeʎu
aniversari € aniversari € NCMS000 € əniβərsˈaɾi
aniversaris € aniversari € NCMP000 € əniβərsˈaɾis
Anjou € Anjou € NPCNSP0 € ənʒˈɔw
Ankara € Ankara € NPCSG00 € əŋkˈaɾə
ankerita € ankerita € NCFS000 € əŋkəɾˈitə
ankerites € ankerita € NCFP000 € əŋkəɾˈitəs
Anna € Anna € NPCSG00 € ˈannə
Annaba € Annaba € NPCSG00 € ənnˈaβə
annabergita € annabergita € NCFS000 € ənnəβərʒˈitə
annalista € annalista € NCCS000 € ənnəlˈistə
annalistes € annalista € NCCP000 € ənnəlˈistəs
annals € annals € NCMP000 € ənnˈals
Annam € Annam € NPMSG00 € ənnˈam
annamita € annamita € AQ0CS0 € ənnəmˈitə
annamita € annamita € NCCS000 € ənnəmˈitə
annamites € annamita € AQ0CP0 € ənnəmˈitəs
annamites € annamita € NCCP000 € ənnəmˈitəs
Annapolis € Annapolis € NPCSG00 € ənnəpˈɔlis
Annapurna € Annapurna € NPCSG00 € ənnəpˈurnə
Annàs € Annàs € NPMSSP0 € ənnˈas
Annauir € Annauir € NPCSG00 € ənnəwˈi
Annecy € Annecy € NPCSG00 € ənnˈɛki
Annemasse € Annemasse € NPCSG00 € ənnəmˈasə
anner € anner € AQ0MS0 € ənnˈe
annera € anner € AQ0FS0 € ənnˈeɾə
ànnera € ànnera € NCFS000 € ˈannəɾə
ànneres € ànnera € NCFP000 € ˈannəɾəs
annex € annex € AQ0MS0 € ənnˈɛks
annex € annex € NCMS000 € ənnˈɛks
annexa € annex € AQ0FS0 € ənnˈɛksə
annexa € annexar € VMIP3S00 € ənnˈɛksə
annexa € annexar € VMM02S00 € ənnˈɛksə
annexà € annexar € VMIS3S00 € ənnəksˈa
annexada € annexar € VMP00SF0 € ənnəksˈaðə
annexades € annexar € VMP00PF0 € ənnəksˈaðəs
annexant € annexar € VMG00000 € ənnəksˈan
annexar € annexar € VMN00000 € ənnəksˈa
annexarà € annexar € VMIF3S00 € ənnəksəɾˈa
annexaran € annexar € VMIF3P00 € ənnəksəɾˈan
annexaràs € annexar € VMIF2S00 € ənnəksəɾˈas
annexaré € annexar € VMIF1S00 € ənnəksəɾˈe
annexarem € annexar € VMIF1P00 € ənnəksəɾˈɛm
