Data,Usuari,Paraula,Codi,Rima,Tipus de rima,Num. síl·,Comença per,Incloure NP,Incloure pl.,Dialecte
03/08/2026 11:50:54,usr_msd1mx4l_f9foe,desnonat,VMP00SM0,at,r.consonant,3,indiferent,no,si,
03/08/2026 11:51:54,usr_mrvuyes9_ng6ch,vida,NCFS000,iðə,r.consonant,0,indiferent,no,si,
03/08/2026 12:15:31,usr_mrvuyes9_ng6ch,brases,NCFP000,azəs,r.consonant,0,indiferent,no,si,
03/08/2026 12:15:35,usr_mrvuyes9_ng6ch,brases,NCFP000,azəs,r.consonant,0,indiferent,no,si,
03/08/2026 12:22:04,usr_msd2y116_jyhd7,rius,NCMP000,iws,r.consonant,0,indiferent,no,si,
03/08/2026 12:29:30,usr_mrvuyes9_ng6ch,castell,NCMS000,eʎ,r.consonant,0,indiferent,no,si,
03/08/2026 12:34:49,usr_msd1mx4l_f9foe,organitzada,AQ0FS0,aðə,r.consonant,0,indiferent,no,no,
03/08/2026 12:34:54,usr_msd1mx4l_f9foe,organitzada,AQ0FS0,aðə,r.consonant,0,indiferent,no,no,
03/08/2026 12:42:37,usr_msd1mx4l_f9foe,organitzada,AQ0FS0,aðə,r.consonant,0,indiferent,no,si,
03/08/2026 12:50:35,usr_msd1mx4l_f9foe,celebrar,VMN00000,a,r.consonant,2,indiferent,no,si,
03/08/2026 13:02:49,usr_mrx4oknp_u4ni2,ment,NCFS000,en,r.consonant,0,indiferent,no,si,
03/08/2026 13:02:51,usr_mrx4oknp_u4ni2,ment,NCFS000,en,r.consonant,0,indiferent,no,si,
03/08/2026 13:05:48,usr_mrvt0o9h_87xcv,vegada,NCFS000,aðə,r.consonant,0,indiferent,no,si,
03/08/2026 13:08:58,usr_msd1mx4l_f9foe,casa,NCFS000,azə,r.consonant,0,indiferent,no,si,
03/08/2026 13:09:48,usr_msd1mx4l_f9foe,llar,NCFS000,ar,r.consonant,0,indiferent,no,si,
03/08/2026 13:11:59,usr_mrx4oknp_u4ni2,nu,NCMS000,u,r.consonant,0,indiferent,no,si,
03/08/2026 13:12:24,usr_msd1mx4l_f9foe,habitatge,NCMS000,adʒə,r.consonant,0,indiferent,no,si,
03/08/2026 13:15:17,usr_msd1mx4l_f9foe,acollir,VMN00000,i,r.consonant,0,indiferent,no,si,
03/08/2026 13:16:52,usr_msd1mx4l_f9foe,habitatge,NCMS000,adʒə,r.consonant,0,indiferent,no,si,
03/08/2026 13:20:42,usr_msd1mx4l_f9foe,sostre,NCMS000,ɔstɾə,r.consonant,0,indiferent,no,si,
03/08/2026 13:20:42,usr_msd1mx4l_f9foe,sostre,NCMS000,ɔstɾə,r.consonant,0,indiferent,no,si,
03/08/2026 13:38:57,usr_msbjpvyd_b5379,desmereix,VMIP3S00,ɛʃ,r.consonant,0,indiferent,no,si,
03/08/2026 13:50:48,usr_msbjpvyd_b5379,desmereix,VMIP3S00,ɛʃ,r.consonant,0,indiferent,no,si,
03/08/2026 15:58:12,usr_mrvuyes9_ng6ch,encanteri,NCMS000,ɛɾi,r.consonant,0,indiferent,no,si,
03/08/2026 16:02:03,usr_mrvuyes9_ng6ch,precioses,AQ0FP0,ozəs,r.consonant,0,indiferent,no,si,
03/08/2026 16:15:38,usr_mrvuyes9_ng6ch,atentament,ZRG,en,r.consonant,0,indiferent,no,si,
03/08/2026 16:20:43,usr_mrvuyes9_ng6ch,virginal,NCMS000,al,r.consonant,0,indiferent,no,si,
03/08/2026 16:20:46,usr_mrvuyes9_ng6ch,virginal,NCMS000,al,r.consonant,0,indiferent,no,si,
03/08/2026 16:28:01,usr_mrvuyes9_ng6ch,blanc,NCMS000,aŋ,r.consonant,0,indiferent,no,si,
03/08/2026 16:31:47,usr_mrvuyes9_ng6ch,ulls,NCMP000,uʎs,r.consonant,0,indiferent,no,si,
03/08/2026 17:09:30,usr_msdd7mxe_x90tv,dinosaures,NCMP000,awɾəs,r.consonant,0,indiferent,no,si,
03/08/2026 17:09:30,usr_msdd7mxe_x90tv,dinosaures,NCMP000,awɾəs,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:36,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:38,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:42,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:43,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:50,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:53,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:56,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:10:58,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:11:00,usr_msdd8z11_w65tr,gran,NCCS000,an,r.consonant,0,indiferent,no,si,
03/08/2026 17:14:39,usr_mrvt0o9h_87xcv,préssec,NCMS000,esək,r.consonant,0,indiferent,no,si,
03/08/2026 17:21:13,usr_msddmqng_siv44,gran,NCCS000,a,r.assonant,0,indiferent,no,no,
03/08/2026 17:21:19,usr_msddmqng_siv44,gran,NCCS000,a,r.assonant,0,indiferent,no,no,
03/08/2026 17:22:18,usr_msddmqng_siv44,gran,NCCS000,an,r.consonant,0,indiferent,no,no,
03/08/2026 17:22:29,usr_msddmqng_siv44,gran,NCCS000,an,r.consonant,0,indiferent,no,no,
03/08/2026 17:22:32,usr_msddmqng_siv44,gran,NCCS000,an,r.consonant,0,indiferent,no,no,
03/08/2026 17:22:33,usr_msddmqng_siv44,gran,NCCS000,an,r.consonant,0,indiferent,no,no,
03/08/2026 17:58:06,usr_msdey5so_zs05w,al,ZSP+DA,əl,r.consonant,0,indiferent,no,si,
03/08/2026 17:58:46,usr_msdey5so_zs05w,al,ZSP+DA,əl,r.consonant,4,indiferent,no,si,
03/08/2026 18:42:08,usr_msdgj3k2_tmz2s,així,VMIS1S00,i,r.consonant,0,indiferent,no,si,
03/08/2026 18:43:33,usr_msdgj3k2_tmz2s,així,VMIS1S00,i,r.consonant,0,indiferent,no,si,
03/08/2026 18:43:42,usr_msdgj3k2_tmz2s,així,VMIS1S00,i,r.consonant,2,indiferent,no,si,
03/08/2026 18:57:00,usr_ms7btuyi_nml4w,senyal,NCMS000,al,r.consonant,0,indiferent,no,si,
03/08/2026 19:02:58,usr_msdh9l9e_fr4ip,perspectiva,NCFS000,iβə,r.consonant,0,indiferent,no,si,
03/08/2026 19:03:46,usr_msdh9l9e_fr4ip,perspectiva,NCFS000,iə,r.assonant,0,indiferent,no,si,
03/08/2026 19:14:13,usr_ms7btuyi_nml4w,tornar,VMN00000,a,r.consonant,0,indiferent,no,si,
03/08/2026 19:23:16,usr_msdhxtxp_zfqyv,fer,AQ0MS0,e,r.consonant,0,indiferent,no,si,
03/08/2026 20:37:35,usr_mrynm4vz_6ub2j,quixot,NCMS000,ɔ,r.assonant,2,indiferent,no,si,
03/08/2026 20:53:17,usr_msdl7g2a_299o9,pau,NCFS000,aw,r.consonant,0,indiferent,no,si,
03/08/2026 20:54:32,usr_msdl7g2a_299o9,anys,NCMP000,aɲʃ,r.consonant,0,indiferent,no,si,
03/08/2026 20:55:00,usr_msdl7g2a_299o9,sang,NCFS000,aŋ,r.consonant,0,indiferent,no,si,
03/08/2026 20:55:02,usr_msdl7g2a_299o9,sang,NCFS000,aŋ,r.consonant,0,indiferent,no,si,
03/08/2026 20:58:59,usr_msdl7g2a_299o9,canviat,AQ0MS0,at,r.consonant,0,indiferent,no,si,
03/08/2026 21:11:04,usr_msdlualj_fowge,dormilega,NCCS000,ɛɣə,r.consonant,0,indiferent,no,si,
03/08/2026 21:16:37,usr_msdlualj_fowge,amor,NCCS000,or,r.consonant,0,indiferent,no,si,
03/08/2026 21:18:00,usr_msdlualj_fowge,cucurella,AQ0FS0,eʎə,r.consonant,0,indiferent,no,si,
03/08/2026 21:20:24,usr_msdlualj_fowge,barça,NPMSO00,arsə,r.consonant,0,indiferent,no,si,
03/08/2026 21:24:53,usr_msdlualj_fowge,dormilega,NCCS000,ɛɣə,r.consonant,0,indiferent,no,si,
03/08/2026 22:07:17,usr_msdnulrd_iccu2,cavall,NCMS000,aʎ,r.consonant,0,indiferent,no,si,
03/08/2026 22:08:39,usr_msdnulrd_iccu2,préssec,NCMS000,esək,r.consonant,0,indiferent,no,si,
04/08/2026 8:03:25,usr_mse959hs_sb9co,iva,NCFS000,iβə,r.consonant,0,indiferent,no,si,
04/08/2026 9:43:14,usr_msa9lcfl_7pi7a,purpurina,NCFS000,inə,r.consonant,0,indiferent,no,si,
04/08/2026 9:50:58,usr_msa9lcfl_7pi7a,armari,NCMS000,aɾi,r.consonant,0,indiferent,no,si,
04/08/2026 10:00:38,usr_msa9lcfl_7pi7a,respecti,VMM03S0Y,ekti,r.consonant,0,indiferent,no,si,
04/08/2026 10:06:27,usr_msa9lcfl_7pi7a,respecte,NCMS000,ektə,r.consonant,0,indiferent,no,si,
04/08/2026 10:06:52,usr_msa9lcfl_7pi7a,amagarme'n,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 10:06:58,usr_msa9lcfl_7pi7a,amagarme,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 10:07:10,usr_msa9lcfl_7pi7a,amagar-me,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 10:07:30,usr_msa9lcfl_7pi7a,amagar-me'n,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 10:39:35,usr_mrv97eba_v0083,casa,NCFS000,azə,r.consonant,0,indiferent,no,si,
04/08/2026 12:31:06,usr_mseiphmd_5c8tl,alegria,NCFS000,iə,r.consonant,0,indiferent,no,si,
04/08/2026 12:42:20,usr_ms7btuyi_nml4w,dubte,NCMS000,uptə,r.consonant,0,indiferent,no,si,
04/08/2026 12:42:45,usr_ms7btuyi_nml4w,idees,NCFP000,eəs,r.consonant,0,indiferent,no,si,
04/08/2026 12:48:11,usr_msejbh06_2ge97,hamelin,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 12:48:16,usr_msejbh06_2ge97,hamelin,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 12:48:24,usr_msejbh06_2ge97,festin,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 12:48:30,usr_msejbh06_2ge97,in,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 12:48:40,usr_msejbh06_2ge97,mastin,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 12:52:03,usr_ms7btuyi_nml4w,oberta,NCFS000,ɛrtə,r.consonant,0,indiferent,no,si,
04/08/2026 12:52:34,usr_msejh3nu_a5yxn,por,NCFS000,o,r.consonant,0,indiferent,no,si,
04/08/2026 13:36:28,usr_msel1jby_ids4t,cel,NCMS000,ɛl,r.consonant,0,indiferent,no,si,
04/08/2026 14:17:17,usr_msemi13d_e455g,entenguis,VMSP2S0Y,ɛŋɡis,r.consonant,0,indiferent,no,si,
04/08/2026 14:19:32,usr_msemi13d_e455g,aia,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:19:39,usr_msemi13d_e455g,aia,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:19:43,usr_msemi13d_e455g,aya,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:20:29,usr_msemi13d_e455g,ano,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:20:37,usr_msemi13d_e455g,ano,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:20:48,usr_msemi13d_e455g,ano,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 14:20:51,usr_msemi13d_e455g,ant,NCMS000,an,r.consonant,0,indiferent,no,si,
04/08/2026 14:21:03,usr_msemi13d_e455g,demano,VMIP1S0C,anu,r.consonant,0,indiferent,no,si,
04/08/2026 14:26:22,usr_ms7btuyi_nml4w,muntanyes,NCFP000,aɲəs,r.consonant,0,indiferent,no,si,
04/08/2026 14:32:00,usr_ms7btuyi_nml4w,recte,NCMS000,ɛktə,r.consonant,0,indiferent,no,si,
04/08/2026 14:38:43,usr_msemi13d_e455g,gràcia,NCFS000,asiə,r.consonant,0,indiferent,no,si,
04/08/2026 15:31:50,usr_msep5vr1_bxpnm,mirada,NCFS000,aðə,r.consonant,0,indiferent,no,si,
04/08/2026 15:35:02,usr_msepa054_olno7,dutxa,NCFS000,utʃə,r.consonant,0,indiferent,no,si,
04/08/2026 15:35:05,usr_msepa054_olno7,dutxa,NCFS000,utʃə,r.consonant,0,indiferent,no,si,
04/08/2026 15:50:20,usr_msep5vr1_bxpnm,indiferència,NCFS000,ɛnsiə,r.consonant,0,indiferent,no,si,
04/08/2026 16:14:27,usr_msep5vr1_bxpnm,tú,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 16:20:18,usr_msep5vr1_bxpnm,involuntàriament,ZRG,en,r.consonant,0,indiferent,no,si,
04/08/2026 16:31:32,usr_msdd7mxe_x90tv,fènix,NCMS000,ɛniks,r.consonant,0,indiferent,no,si,
04/08/2026 16:32:19,usr_msdd7mxe_x90tv,préssec,NCMS000,esək,r.consonant,0,indiferent,no,si,
04/08/2026 16:32:20,usr_msdd7mxe_x90tv,préssec,NCMS000,esək,r.consonant,0,indiferent,no,si,
04/08/2026 16:37:09,usr_msep5vr1_bxpnm,llum,NCCS000,um,r.consonant,0,indiferent,no,si,
04/08/2026 16:37:10,usr_msep5vr1_bxpnm,llum,NCCS000,um,r.consonant,0,indiferent,no,si,
04/08/2026 16:37:11,usr_msep5vr1_bxpnm,llum,NCCS000,um,r.consonant,0,indiferent,no,si,
04/08/2026 16:43:28,usr_mserq1x4_hozom,promesa,NCFS000,ɛzə,r.consonant,0,indiferent,no,si,
04/08/2026 16:43:31,usr_mserq1x4_hozom,promesa,NCFS000,ɛzə,r.consonant,0,indiferent,no,si,
04/08/2026 17:28:27,usr_msetbvrl_zws4s,pas,NCMS000,as,r.consonant,0,indiferent,no,si,
04/08/2026 17:30:51,usr_msetbvrl_zws4s,guàrdia,NCCS000,arðiə,r.consonant,0,indiferent,no,si,
04/08/2026 17:31:03,usr_msetbvrl_zws4s,dia,NCMS000,iə,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:10,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:11,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:13,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:17,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:17,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:17,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:18,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:18,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:20,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:24,usr_msetbvrl_zws4s,der,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:28,usr_msetbvrl_zws4s,poder,NCMS000,ɛ,r.consonant,0,indiferent,no,si,
04/08/2026 17:36:35,usr_msetbvrl_zws4s,poder,NCMS000,ɛ,r.consonant,0,indiferent,no,si,
04/08/2026 19:23:14,usr_msexfgyt_kb7f1,urt,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 19:23:18,usr_msexfgyt_kb7f1,urd,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 19:23:25,usr_msexfgyt_kb7f1,arg,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 19:23:28,usr_msexfgyt_kb7f1,curt,AQ0MS0,urt,r.consonant,0,indiferent,no,si,
04/08/2026 19:23:28,usr_msexfgyt_kb7f1,curt,AQ0MS0,urt,r.consonant,0,indiferent,no,si,
04/08/2026 19:49:35,usr_ms2b633h_ltwxz,asta,NCFS000,astə,r.consonant,0,indiferent,no,si,
04/08/2026 19:55:47,usr_ms2b633h_ltwxz,llagasta,NCFS000,astə,r.consonant,0,indiferent,no,si,
04/08/2026 19:57:09,usr_ms2b633h_ltwxz,ordi,NCMS000,ɔrði,r.consonant,0,indiferent,no,si,
04/08/2026 19:57:10,usr_ms2b633h_ltwxz,ordi,NCMS000,ɔrði,r.consonant,0,indiferent,no,si,
04/08/2026 19:59:35,usr_mseyq9aw_tanj6,vinya,NCFS000,iɲə,r.consonant,0,indiferent,no,si,
04/08/2026 20:02:00,usr_mseyq9aw_tanj6,temps,NCMN000,ems,r.consonant,0,indiferent,no,si,
04/08/2026 20:15:36,usr_ms3k2b18_i2i62,secrets,NCMP000,ets,r.consonant,0,indiferent,no,si,
04/08/2026 20:17:02,usr_ms3k2b18_i2i62,vellut,NCMS000,ut,r.consonant,0,indiferent,no,si,
04/08/2026 20:29:44,usr_msezszzc_sob0i,cara,NCFS000,aɾə,r.consonant,0,indiferent,no,si,
04/08/2026 20:33:08,usr_msezszzc_sob0i,repertori,NCMS000,ɔɾi,r.consonant,2,indiferent,no,si,
04/08/2026 21:17:54,usr_msf1ixib_6p6gk,uni,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 21:17:59,usr_msf1ixib_6p6gk,dejuni,NCMS000,uni,r.consonant,0,indiferent,no,si,
04/08/2026 21:18:55,usr_msf1ixib_6p6gk,classe,NCFS000,asə,r.consonant,0,indiferent,no,si,
04/08/2026 21:19:24,usr_msf1ixib_6p6gk,arxiu,NCMS000,iw,r.consonant,0,indiferent,no,si,
04/08/2026 21:43:35,usr_msf2fwo2_f6a00,erus,***,***,r.consonant,0,indiferent,no,si,
04/08/2026 21:51:11,usr_ms7btuyi_nml4w,història,NCFS000,ɔɾiə,r.consonant,0,indiferent,no,si,
04/08/2026 21:57:55,usr_msf2yf30_xaj1u,préssec,NCMS000,esək,r.consonant,0,indiferent,no,si,
04/08/2026 22:52:32,usr_msf4wnnw_yr7fz,lluny,AQ0MS0,uɲ,r.consonant,0,indiferent,no,si,
04/08/2026 22:52:47,usr_msf4wnnw_yr7fz,lluny,AQ0MS0,u,r.assonant,0,indiferent,no,si,
05/08/2026 0:59:09,usr_msf9fgv1_pa9c2,ot,NPMSSP0,ɔt,r.consonant,0,indiferent,no,si,
05/08/2026 1:02:47,usr_msf9fgv1_pa9c2,ré,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 1:02:59,usr_msf9fgv1_pa9c2,aré,NCMS000,e,r.consonant,0,indiferent,no,si,
05/08/2026 1:14:07,usr_msf9fgv1_pa9c2,on,PR000000,on,r.consonant,0,indiferent,no,si,
05/08/2026 1:57:43,usr_msf9fgv1_pa9c2,eia,ZI,ɛjə,r.consonant,0,indiferent,no,si,
05/08/2026 2:11:28,usr_msf9fgv1_pa9c2,aven,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 2:11:33,usr_msf9fgv1_pa9c2,aben,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 2:11:42,usr_msf9fgv1_pa9c2,aba,NPCSG00,aβə,r.consonant,0,indiferent,no,si,
05/08/2026 7:50:51,usr_msd66n6o_jw93a,enlloc,ZRG,ɔk,r.consonant,0,indiferent,no,si,
05/08/2026 8:34:05,usr_msfpojs1_0org2,cançó,NCFS000,o,r.consonant,3,consonant,no,no,
05/08/2026 10:31:25,usr_ms0wbtzx_absdx,rima,NCFS000,imə,r.consonant,0,indiferent,no,si,
05/08/2026 10:38:05,usr_ms0wbtzx_absdx,fitxa,NCFS000,itʃə,r.consonant,0,indiferent,no,si,
05/08/2026 10:48:17,usr_ms0wbtzx_absdx,pèsol,NCMS000,ɛzul,r.consonant,0,indiferent,no,si,
05/08/2026 10:50:24,usr_msfujtzm_ifkwj,guitarra,NCFS000,arə,r.consonant,0,indiferent,no,si,
05/08/2026 10:51:45,usr_msfulklz_b9gz8,bicicleta,NCFS000,ɛtə,r.consonant,0,indiferent,no,si,
05/08/2026 10:52:23,usr_msfulklz_b9gz8,ves-te’n,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:52:33,usr_msfulklz_b9gz8,vés-te’n,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:03,usr_msfur4kx_800dc,cercatasques,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:14,usr_msfur4kx_800dc,cerca tasques,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:14,usr_msfurc8q_clgji,cacauet,NCMS000,ɛt,r.consonant,6,indiferent,no,si,
05/08/2026 10:56:21,usr_msfurgss_y57k0,hoal,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:27,usr_msfurgss_y57k0,hoal,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:34,usr_msfur4kx_800dc,tasques,NCFP000,askəs,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:35,usr_msfurc8q_clgji,pastoret,NCMS000,ɛt,r.consonant,6,indiferent,no,si,
05/08/2026 10:56:36,usr_msfurgss_y57k0,ríma,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:48,usr_msfurc8q_clgji,pastoret,NCMS000,ɛt,r.consonant,0,indiferent,no,si,
05/08/2026 10:56:54,usr_msfurgss_y57k0,encantat,NCMS000,at,r.consonant,0,indiferent,no,si,
05/08/2026 10:57:41,usr_msfurgss_y57k0,flípa,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 10:57:53,usr_msfurgss_y57k0,glossa,NCFS000,ɔsə,r.consonant,0,indiferent,no,si,
05/08/2026 11:32:40,usr_msfw26w1_9erik,llit,NCMS000,it,r.consonant,0,indiferent,no,si,
05/08/2026 11:49:48,usr_msfwo7sm_7mrwh,cocaïna,NCFS000,inə,r.consonant,0,indiferent,no,si,
05/08/2026 11:55:49,usr_msfwvy0s_siwhn,joan,NPCNSP0,an,r.consonant,0,indiferent,no,si,
05/08/2026 11:59:48,usr_ms7btuyi_nml4w,madura,AQ0FS0,uɾə,r.consonant,0,indiferent,no,si,
05/08/2026 12:06:16,usr_ms7btuyi_nml4w,origen,NCMS000,iʒən,r.consonant,0,indiferent,no,si,
05/08/2026 12:30:03,usr_msfy3z81_gmj4a,sort,NCFS000,ɔrt,r.consonant,0,indiferent,no,si,
05/08/2026 13:10:18,usr_msfzjq0e_yzxdp,serveix,VMIP3S00,ɛʃ,r.consonant,0,indiferent,no,si,
05/08/2026 15:07:27,usr_msg3qbw7_yyjfk,nestlé,NPCNO00,e,r.consonant,0,indiferent,no,si,
05/08/2026 15:08:22,usr_msg3qbw7_yyjfk,nestlé,NPCNO00,e,r.assonant,0,indiferent,no,si,
05/08/2026 15:09:06,usr_msg3qbw7_yyjfk,nestlé,NPCNO00,e,r.assonant,0,indiferent,no,si,
05/08/2026 16:44:32,usr_ms7btuyi_nml4w,factura,NCFS000,uɾə,r.consonant,0,indiferent,no,si,
05/08/2026 16:53:13,usr_ms7btuyi_nml4w,invasora,NCFS000,oɾə,r.consonant,0,indiferent,no,si,
05/08/2026 17:03:37,usr_ms7btuyi_nml4w,miratge,NCMS000,adʒə,r.consonant,0,indiferent,no,si,
05/08/2026 17:15:41,usr_msg8bbb7_yc60b,llapis,NCMN000,apis,r.consonant,0,indiferent,no,si,
05/08/2026 17:15:47,usr_msg8bbb7_yc60b,llapis,NCMN000,apis,r.consonant,0,indiferent,no,si,
05/08/2026 17:16:30,usr_msg8bbb7_yc60b,llapis,NCMN000,apis,r.consonant,0,indiferent,si,si,
05/08/2026 17:42:28,usr_msg99rht_qkano,conte,NCMS000,ontə,r.consonant,0,indiferent,no,si,
05/08/2026 17:50:02,usr_msg99rht_qkano,monta,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 17:50:07,usr_msg99rht_qkano,remonta,***,***,r.consonant,0,indiferent,no,si,
05/08/2026 17:50:46,usr_msg99rht_qkano,món,NCMS000,on,r.consonant,0,indiferent,no,si,
05/08/2026 17:51:21,usr_msg9l6h6_wyogm,corrandes,NCFP000,andəs,r.consonant,0,indiferent,no,si,
05/08/2026 17:51:48,usr_msg99rht_qkano,pont,NCMS000,ɔn,r.consonant,0,indiferent,no,si,
05/08/2026 17:53:53,usr_msg99rht_qkano,arma,NCFS000,armə,r.consonant,0,indiferent,no,si,
05/08/2026 17:55:31,usr_msg99rht_qkano,fonda,NCFS000,ondə,r.consonant,0,indiferent,no,si,
05/08/2026 17:59:03,usr_msg99rht_qkano,arna,NCFS000,arnə,r.consonant,0,indiferent,no,si,
05/08/2026 18:00:42,usr_msd66n6o_jw93a,olot,NPCSG00,ɔt,r.consonant,0,indiferent,no,si,
